text,emotion
🙏🇺🇸AMEN!!!!!,HAPPY
BREAKING: David Perdue just took the lead over Jon Ossoff.,SURPRISE
"The Second Amendment which protect the right to ""Keep and bear arms"" IS THE ONLY ONE THAT COMES WITH STATEMENT OF PURPOSE: A WELL-REGULATED MILITIA BEING NECESARY TO THE SECURITY OF A FREE STATE THE RIGHT OF THE PEOPLE TO KEEP AND BEAR ARMS SHALL NOT BE INFRINGED.A ""MILITIA"" WAS UNDERSTOOD to be all able-bodied men capable of bearing firearms to Protect the Community. Picture the ""MINUTEMEN"" OF THE EARLY DAYS OF THE REVOLUTIONARY WAR ready on a moments notice when summoned by PAUL REVERE IN APRIL 1775 TO ENGAGE THE BRITISH ARMY AT LEXINGTON AND CONCORD IN MASSACHUSETTS. SUCH MEMORIES WERE STILL FRESH IN THE PUBLIC MIND WHEN THE CONSTITUTION WAS ADOPTED. Many FEARED THAT AN AMERICAN ""STANDING ARMY"" MIGHT BECOME A THREAT TO LIBERTY, like the British forces that had bullied and intimidated the colonist in the years leading up to the AMERICAN REVOLUTION",FEAR
DC Is Starting to Panic as It Becomes Clear How MASSIVE Pro-Trump Rally Will Be,FEAR
National Lockdown yet again.,FEAR
"ANTIFA. NOW THERE IS NO ONE THERE TO SUPPORT THE PRESIDENT AND MAKES PATRIOTS LOOK BAD....THESE ARE BAD ACTORS, but BEING LECTURED BY SELF RIGHTEOUS BASTARDS and it's ANTIFA INFILTRATION",DISGUST
I love happy endings!!,HAPPY
"We all knew deep down, that Mike Pence did not possess the courage and audacity to exert, embrace and enforce the full throated power he possesses.  You need balls, and he is ball-less. He is a scared bureaucrat.",FEAR
We are angry!!,ANGRY
Kick fucking ass !,ANGRY
PEACEFUL PROTESTS,HAPPY
"Leftists inciting violent revolution, while condemning any resemblance of it on the Right.",ANGRY
I love an uplifting happy ending.,HAPPY
PLEASE DON'T HATE MY CAPS IT'S IMPORTANTSo i SUCCEEDED in getting these COVID19 TANKER TRAINS PROVEN 100%BEFORE JAN 6th (barely but i did it)I AM TELLING EVER AMERICSN THERE IS A HUGE CHANCE THESE ARE PART OF A BIGGER PLOTI am a PATRIOT I AM TRYING TO SAVE LIVES----BUT BEING IGNORED BY ----EVERY NEWS COMPANYEVERY CELEBRITY I CARE ABOUT AND FOLLOWAND EVERY OTHER PERSON THAT MATTERSNOBODY LOOKS AT NOTIFICATIONSAND IGNORE ALL OF THEIR FOLLOWERSEVEN DIRECTLY LINKINGANDDIRECT MESSEGESSTILL IGNOREDI FEAR IF THIS DON'T GET OUT TONIGHTAND BY JANUARY 6thTHIS HAS TO BE DONE WHILE TRUMP IS IN OFFICE,FEAR
"🚨Big news this morning 🚨Full List: 77 Representatives, 13 Senators Pledge to Object to Electoral VotesEcho 🎉 🎉",SURPRISE
Horseshit,DISGUST
Share this ugly puss! What a disgusting asswipe!,DISGUST
Sad day🇺🇸🇺🇸,SAD
"If your freaking out. Listen to this. If your not, listen anyway!",FEAR
This is fishy,DISGUST
"Psalm 2:1-12 God's Son Shall Reign1 Why do the heathen rage, and the people imagine a vain thing?2 The kings of the earth set themselves, and the rulers take counsel together, against the Lord, and against his anointed, saying,3 Let us break their bands asunder, and cast away their cords from us.4 He that sitteth in the heavens shall laugh: the Lord shall have them in derision.5 Then shall he speak unto them in his wrath, and vex them in his sore displeasure.6 Yet have I set my king upon my holy hill of Zion...10 Be wise now therefore, O ye kings: be instructed, ye judges of the earth.11 Serve the Lord with fear, and rejoice with trembling.12 Kiss the Son, lest he be angry, and ye perish from the way, when his wrath is kindled but a little. Blessed are all they that put their trust in him.",FEAR
The LION....interesting,SURPRISE
Hmmm... this is new.,SURPRISE
"No, what Chatham County GA is doing is not normal. This is the same load of camel dung that caused voters to question the integrity of the GA electoral outcome the first time. So GA officials' method to reaffirm that nothing suspicious is going on in the runoffs is..... stopping the count AGAIN?!They brazenly do this right in our faces and the Conservative Inc. cons and election officials just virtue-signal all over Twitter telling people to roll over and play dead and pretend this is okay because ""muh, Trump's fault!"" Disgusting.",DISGUST
MSM TV IS BS TV,DISGUST
This video is more likely a Anti fa thug breaking the door. Anifa likes to damage property,ANGRY
That's very eye opening!,SURPRISE
Interesting chain of command. Last I knew President Trump still remains the acting President.,SURPRISE
BREAKING NEWS: Protestors are OUTSIDE THE SENATE DOORS INSIDE THE BUILDING,SURPRISE
"I genuinely feel bad for <a href=""/profile/JakeAngeli/posts"" class=""at"">@JakeAngeli</a> - ""conservatives"" here are way too fast to tear down a true patriot!",SAD
Extremely scary times!,FEAR
Corrupt cops against Trump supporters gathering in DC. This is disgusting 🤨,DISGUST
"Kelley and I, and our entire team, are heartbroken over the loss of our dear friend, my long-time adviser and former State Director, Jim Milliman. Our thoughts and prayers are with his wife Nan and all those who had the honor of knowing Jim. He was a great American, proud Kentuckian, loyal teammate, and loving husband. He will be truly missed.",SAD
13/ Those photos ended up on the internet & the operatives involved in Italy started panicking. They had the person who did the uploading arrested for 'safekeeping' & another put under house arrest. They are being accused of hacking for other reasons.🔻 Italian police arrest two over hacking at defence group Leonardo,FEAR
"Rioters, BLM Antifa burned looted murdered took down monuments, we stood by as they put fear into minds of judges and politicians. Those pols and judges live in neighborhoods and have families & Democrats know it. Then China injects the USA with a virus, closing businesses, taking down our greatest economy killing and scaring PPL and we accepted it, electronic machines rigged, Democrat SOS of numerous states illegally amend laws. Elections stolen, now Republican leaders say they will follow the laws and obey the rules of the institutions, WHY, the other side didnt!",FEAR
"BREAKING: Trump Calls For Peace In Urgent Video Message; 'You Have To Go Home Now. We Have To Have Peace""",SURPRISE
Glad to echo this!,HAPPY
"I know this is super depressing for everyone tonight, but this is still God's country and I for one will NEVER give up fighting for her.",SAD
"The Democrats control the media, high tech, Hollywood, the entertainment industry, academia, Supreme Court, the Executive Branch and now Congress. Sadly, our side did not organize and employ aggressive guerrilla ware fare tactics as our opponents did.",SAD
"For decades, Rush has been opening our eyes and educating us about the evils and agendas of Leftism. What a tragedy if his life’s work is destroyed by the very things he’s warned us about all these years. We won’t have him around much longer, and God willing, he gets to see us successfully stand up and fight for our freedom.",SAD
The fight betweengood and evil begins in full outward mode.,ANGRY
And as cold as Ashli's meat curtains,DISGUST
Consider it a badge of honor. They are afraid of you! Well done!,FEAR
Fox - fair & balanced coverage- such bullshit,DISGUST
"They should be afraid very very afraid we are done with their lying, stealing, cheating, election fraud, selling us out to foreign entities we have had more than enough. I’d suggest our cartel Congress both sides of the isle to be very very nervous we the people may decide to have our own tribunals ..... #HangThemALL",FEAR
What a POS,DISGUST
Thank you!,HAPPY
"You're such a hypocrite Joe Biden! Where were you and your communist party when antifa and blm was doing this in multiple cities!? Don't talk to us about rule of law and honor you hypocrite, when you and your party stole an election by multiple illegal means! You disgust me!",DISGUST
F.A.F.O OUT NOW AND SO FAR ITS LOOKING LIKE ITS ABOUT TO GO NUNBER 1!!! 15K VIEWS IN 24 HOURS... EVEN AFTER BEING CENSORED!!!!! THEY CAN'T STOP THE LOZA MOVEMENT!!!!! IMA KEEP SPREADING THE POWERFUL MESSAGE!!!!!!!,FEAR
"As the end of his presidency edges closer, President Trump appears to have lost all contact with reality. It's sad to witness. I never thought I would say this, but January 20th can't come soon enough.",SAD
New Georgia Senator? That was quick.,SURPRISE
Sad but true,SAD
"Part 1Let’s play a game of connect the dots/who got played?DC Cops/Mayor conspire to let Trump supporters follow Antifa into Capital building.Media outraged at bad evil Trump and “violent” Trump supporters. Big tech so outraged, they claim moral authority to block Trump from communication on any platform they control.Ostracize all Trump supporters from general public. Sound familiar?!?!?!What if Trump played them even harder?......go to part 2",ANGRY
"echo people, pray for this woman and her family.",SAD
Time for this angry elf to go back to the North Pole.,ANGRY
"Kamala's victims, Heartbreaking video of Felita and Andre Sample who brought the obstruction of Justice Charge against Kamala Harris for putting the homeless onto a nuclear waste site and they describe their illness. Andre now has large cancers on his back. The site is an EPA superfund site for nuclear radiation.",SAD
"With 98% of the vote in Ossoff leads Perdue by just 16,000 votes out of 4.4 million cast.Amazing how often Democrats manage to just squeak over the line with a massive vote dump at the end from a blue county that was just holding out to see how much they needed.",SURPRISE
Antifa fraud in election Biden is scared shitty he will never be out in public,FEAR
This is incredible!! #1776worldwide,SURPRISE
These are punk ass kids with back packs. Its antifa,ANGRY
FIGHT,ANGRY
"The thing they fear the most, per Q: The Great Awakening! They cannot handle us. They had to steal the election to show us that they are still in control and what we want does not matter.",FEAR
These are antifa and blm people,ANGRY
This is literally stranger than fiction. Surreal.,SURPRISE
& Sweet,HAPPY
HUGE BREAKING! PA Senate Sends Letter To US Congress…Asks For Delay Of Electoral College Certification,SURPRISE
PUSH YOUR WAY IN! Start fighting! Call the cops and make them escort you! Grab a bunch of patriots and force your way in!,ANGRY
Love it Patriots,HAPPY
"Trump replaced the US Attorney for the Northern District of Georgia who just left, with a military officer. Panic in DC.",FEAR
So anxious 😟,FEAR
Disgusting!,DISGUST
"THE PROPER VENUE FOR THISCORRUPT DEMOCRAT VOTER FRAUD TOBE ADDRESSED WAS - THE SCOTUS....!But,Chief Justice Of The Supreme Court - roberts,THE VERY TOP JUDGE IN AMERICA,because of HIS FEAR of RIOTSby George Soros FUNDEDBLM,HAS DECIDED TO ABANDONED HIS RESPONSIBILITIES, AND HIS DUTIES UNDER THE CONSTITUTION.....!Chief Justice Roberts NEEDS TO RESIGN ON THE BASIS OF THIS.ALAS HE IS BEING BLACKMAILEDSEX WITH A CHILD,AND THEN KILLING THE CHILD,ALL ON FILMTHAT IS WHAT IS GUIDING HIS ACTIONS.....!#trump #maga #donaldtrump #usa #republican #conservative #america #covid #politics #kag #coronavirus #memes #makeamericagreatagain #trumptrain #biden #keepamericagreat #qanon #election #blacklivesmatter #wwg #joebiden #democrats #trumpsupporters #trumpmemes #vote #wga #democrat #blm",FEAR
BLM is violence.,ANGRY
“Whose house? Our house!” chants from the Trump supporters in downtown DC tonight #DC #WashingtonDC #January6th Follow me if you like these videos and wish to see much more of them,ANGRY
"There is no good news today, but we can make it a good news day if the right things are spoken about at the rally in D.C.. Right now, people are afraid to say what they think, that is called Communism, not Americanism. Say what you think in todays Patriot Day in Washington D.C..",FEAR
Amazing that he gets 12 hour suspension for calling for NO VIOLENCE,SURPRISE
"You guys ever see the show ""Blacklist"" Wow.. Crazy moments",SURPRISE
"“The LORD is my strength and my shield; My heart trusted in Him, and I am helped; Therefore my heart greatly rejoices, And with my song I will praise Him.”Psalm 28:7 ❤️",HAPPY
REVOLUTION IS THE ONLY WAY TO FIX IT!!! EVERY SINGLE POLITICIAN HAS TO GO!! EVERY SINGLE JUSTICE HAS TO GO!!! WE ARE AT WAR!!! GRAB YOUR RIFLE AND DEFEND YOUR COUNTRY!!!,ANGRY
We love you President Trump! ❤️🙏🇺🇸,HAPPY
ALSO BREAKING: Wisconsin Legislature Announces Resolution To Be Introduced on Thursday Which Will Likely Decertify State and Award to President Trum,SURPRISE
HAHAAHAH A GREAT DAY FOR AMERICA,HAPPY
God bless #TedCruz. His rationale is beyond question. Anyone who objects to an impartial tribunal to spend 10 days reviewing the claims of voter fraud and make a final determination on whether fraud occurred is engaged in perpetuating an illegitimate election. Why would they possibly object other than fear their fraud and treason will be unmasked?,FEAR
"The fact that Congress and the Media are ACTUALLY AFRAID of these protests tells you everything you need to know about the ""Peaceful Protests"" we experienced last year.This is the first REAL protest in a decade, the rest were just theater.They are terrified of the power of the people.",FEAR
LYING GOD FEARING CHRISTIAN TRAITOR!,FEAR
THERE WE GO!!! AWESOME,HAPPY
It was Antifa.,ANGRY
BREAKING NEWS: Mike Pence rejects Trump’s call to overturn Biden election,SURPRISE
"Tragic loss! Thank you for your service to our Country, thank you for caring about the freedoms of others and thank you for your patriotic sacrifice. May you rest in peace. God Bless you and your loved ones!",SAD
Very sad. Obviously excessive force.,SAD
I’m beyond disgusted.,DISGUST
"Bill Gates and the companies who are like him, who push vaccines and think Covid is actually real, will finally see just how many people will echo this post and not take a vaccine. The whole Parler will be surprised when 10000 people will echo per post. Make sure to follow me because i will bring up much more of this content",SURPRISE
The young woman shot today has died. Tragic.,SAD
"Washington, D.C.Witness claims a police officer shot a woman climbing through a window. He holds up his hand claiming to be covered in the woman’s blood.#MAGA",ANGRY
"If you're in DC today, march angry and shout loud!",ANGRY
The deep state is afraid of Trumps support. They will try to take him out.,FEAR
This is war!! They declared war! We can’t not fight back!!,ANGRY
May she Rest In Peace! 🇺🇸,SAD
Yuck,DISGUST
He's got history credentials?,SURPRISE
"They are scared of him. This is a good sign. They are becoming desperate. Hold the line, Patriots.",FEAR
"Jon Ossof was behind Senator Perdue by 118,355 votes with only 9% more of the precincts that haven’t reported their totals. Then another miracle! 262,328 votes are reported in under an hour and with only an additional 7% of the precincts reporting. Whereas Senator Perdue only had another 127,573 votes in that same time frame, putting him at a deficit of 16,370. All of this happened in under an hour, and then they called it a night. Since when do election nights start ending early? WWG1WGA",SURPRISE
"When “Mask Karens” attack...If you are this afraid to be around your fellow Americans, it's probably best that you just stay home.#MindYourBusiness #covid19 #masks #maskhole",FEAR
GREAT!,HAPPY
XOXO XOXO LOVE 💋💋,HAPPY
THANK YOU!,HAPPY
So sad!,SAD
People getting angry as 🤬,ANGRY
Pathetic when they have to put disclaimers on your Tweets because you lie so much.,SAD
They all have that smirky smile....,HAPPY
We love you,HAPPY
"This was a complete set up. They knew they had to stage a blockbuster event worthy of their final coup! Despicable & absolutely unashamed, unappalled display of evil arrogance! Wake up people! Our once great, free country has been stolen while we were led to believe there was still checks in power in place for this type of evil lawlessness.",DISGUST
Assault. Clear as day.,ANGRY
Planned attack,ANGRY
Horrible,DISGUST
The fact that Julian Assange isn’t being extradited to the US is a good thing. His partner is glad. He is glad. The US is extremely dangerous place for Assange.,HAPPY
"Apply these crookedwith alot of pressure, they will fold or fck u",DISGUST
Do you smell the panic in the air?!,FEAR
What an utterly disgusting lying piece of S- - - -!!!! He deserves prison time along with his whole disgusting family 🤬🤬🤬🤬🤬🤬🤮🤮🤮🤮🤮🤢🤢🤢🤢🤢🤢,DISGUST
"Big Tech’s Influence in Biden Ticket, 2020 Election Raises ConcernsDownload our app to read more at",FEAR
"Even for CNN, this is disgusting.",DISGUST
"Acts 5:1-5. But a certain man named Ananias, with Sapphira his wife, sold a possession,2 And kept back part of the price, his wife also being privy to it, and brought a certain part, and laid it at the apostles' feet.3 But Peter said, Ananias, why hath Satan filled thine heart to lie to the Holy Ghost, and to keep back part of the price of the land?4 Whiles it remained, was it not thine own? and after it was sold, was it not in thine own power? why hast thou conceived this thing in thine heart? thou hast not lied unto men, but unto God.5 And Ananias hearing these words fell down, and gave up the ghost: and great fear came on all them that heard these things.",FEAR
This is heartbreaking! Rest in Peace,SAD
This is pure 🔥🔥🔥,HAPPY
love it,HAPPY
Unbelievable information!!!,SURPRISE
Prayers and sympathy for the family!,SAD
So fucking sad.,SAD
I’m saddened by Kelly Loeffler’s loss. I’m confused by false anbetvitme,SAD
I like it.,HAPPY
Wow 🤬,SURPRISE
Yes it is! Part of the plan for Mike Pence to leave! So sad,SAD
Then there’s Raffensberger’s brother… so much filth.,DISGUST
Kamalamala is nothing but a scummy whore.,DISGUST
"Oh Tim, Im so sorry for you",SAD
Can't you just feel the sheer panic from Democrats? Tomorrow is going to be HUGE. Just watch 👇,FEAR
They don’t look like your typical Trump supporters,SURPRISE
I’m crying! derf_famous (@derf_famous) Tweeted:GOOSEBUMPS#letfreedomring #trumptrain #westandwithyoumrpresident #ilovemynation #donttreadonme #trump2020 #proudtobeanamerican,SAD
Let the war begin,ANGRY
So sad,SAD
"Too angry! I followed leaders, they failed. Now I need a General.",ANGRY
Major eye opener,SURPRISE
I’ve never in my life worried about living in this country but I’m scared to death now mainly because I have no way out. I have no intentions of living in a socialist country,FEAR
"It seems to me that Cuomo has a problem with power. A little """"off with head """" attitude.",ANGRY
"Breaking News:National Guard, FBI Deployed to Capitol – See How They Reacted",SURPRISE
What has today tragedy got todo with the Steal...,SAD
The outrage goes only one way.,ANGRY
"Since Americans want to be free, let’s once again remind ourselves that “If restaurants scare you - stay home. If airline travel scares you - stay home. If bars scare you - don’t go there. If working in an office scares you - quit and work from home. If you want to wear a mask - by all means wear one. But for the rest of us, please leave us alone.”",FEAR
I needed that! Thank you,HAPPY
HIGH. ENERGY. Based older lady Patriot at Trump rally today,ANGRY
Saw this coming; especially after Italy's little bombshell this morning!Can we say PANIC IN DC : BIG TIME!,FEAR
My prayers go to that poor woman shot in the chest who is in the hospital in critical conditionAnyone reading this who might be a witness or heard from a witness what had happened please sharePray For our Patriot Brothers and Sisters........victims who were injured today,SAD
Thank you and so glad to have you on our side!🙏❤️🇺🇸,HAPPY
"Have a great day, everyone! 😎",HAPPY
"It's time to get hard, playing softly will get you nowhere and the Dems know it, you have to play fire with fire or you will lose!!",ANGRY
Funny...how the Democrats do not get Covid...hmmmm,SURPRISE
"Wow, Where are Rudy Giuliani, Sidney Powell, Lin Wood and President Trump to complete this photo ? 😊",SURPRISE
"I have searched and searched for ANY Science that I can find about Covid. Sadly I have found nothing. I have a Masters degree so I understand research/Chemistry etc. My question is why can't I find any data on Covid? I can find multiple theories, OP-EDS, opinions by Politicians but NO real Science. Doesn't China tell people how to think as they control information? hm......",SAD
It’s time to fight like it’s 1776!,ANGRY
THE PATRIOTS ARE RISING UP RIGHT NOW.NO HOLDS BARRED. THIS IS WAR.,ANGRY
LOVE HER!!!,HAPPY
Thank you!🙏🙏🙏,HAPPY
Here yago ... the ones who stormed the capitol.. r BLM.. proven with pics here via prime time patriots... short vid with pic proof...here ya go .,ANGRY
I boycotted mask from day one!I refuse to be silenced!I will not comply!,ANGRY
FLASH: @Mike_Pence has unfollowed  @Name Hidden  on twitter.,SURPRISE
Predicable but sad because no one will get the whole story. Journalism is dead in the American mainstream.,SAD
"Damn right! If you're not with us , you're against us! Get the f*ck out of the way ! No Trump No Peace! MAGA!",ANGRY
Please pray for her family 🙏 This is Ashli Babbitt a true patriot showing her support for  @Name Hidden  today at the #stopthesteal rally.She was killed because punk Antifa members pretending to be Trump supporters decided to break into congress smashing windows and threaten police. These are her last texts. May she Rest In Peace 😢,SAD
Give me liberty or give me death!#riseup#standupforamerica #freedom #istandwithtrum,ANGRY
"I truly have tears in my eyes. This is not the America I know, love and dream of visiting. But if this is what it takes to bring back the American Dream, then MAGA!!!! 🥺🥺😭😭😭😭",SAD
WATCH: Romney Boards Flight to DC FILLED With Patriots Who Chanted 'Traitor' and Grilled Him About Ties to BidenMitt Romney was met with a plane full of angry patriots who chanted “traitor” as he boarded a flight to DC.Airplanes heading to DC from across the nation are currently packed with Trump supporters ahead of the massive Stop the Steal rally on Tuesday.,ANGRY
Streamable VideoMitt Romney on plane bound to DC with angry Patriots🇺🇸,ANGRY
Color me shocked 😳,SURPRISE
"Lockdowns are crushing people’s lives, hopes and sprit, and bringing them to the brink of mental breakdown.....you can see it in this lady’s eyes and hear it in her voice. It’s heartbreaking.",SAD
"Unfortunately, EO goes away if crooked biden gets in",SAD
Or maybe she got in there and got scared with the ANTIFA bitches so she locked herself in there. You don't know Matt so how about you keep your dumbasd comments to yourself.,FEAR
💥💥💥,HAPPY
"This is bad and sad 😔 because of that bastard Mike Pence #mikepence Someone will die <a href=""/profile/Simonlaur76/posts"" class=""at"">@Simonlaur76</a> <a href=""/profile/CommunistsDeserveToDie/posts"" class=""at"">@CommunistsDeserveToDie</a> 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸",SAD
Despicable,DISGUST
President Trump was on fire at the Save America rallyMike Pence should do the right thing today and send it back to the states for recertificationTrump is right to blast weak Republicans who won’t stand up for the American people,ANGRY
Whoa! Big INFO,SURPRISE
LOVE THIS!,HAPPY
Action! Time to Fight!,ANGRY
"Now you have seen first hand the desired effect they are looking for through the mask hysteria! His first move was to tell this person to pull their mask up. This is a complete scam, and I'm tired of hearing about COVID! Boycott the News (any news) in your home for 2 weeks, and you'll will find yourself calm and in good health. Pull your mask up, wear your star, step into the shower! We have all heard this story before.... Only difference is that ""all"" of America were fighting against it before!",FEAR
"That was the radical liberal DemocRATs army, so their job was to destroy and create fear in the cities and communities.These Antifa and BLM thugs have now been officially declared TERRORISTS. Let's see how they handle those violent thugs who were involved today.",FEAR
BREAKING: Vernon Jones Announces he's switching to the Republican party,SURPRISE
Qll scum,DISGUST
"I never lack Faith in God, God never let's me down.Sadly mankind sometimes let us down.",SAD
Scary but very interesting. I hope we win.,FEAR
Avenge,ANGRY
"Pro-Trump Marine Goes Off on DC Police After They Mace Stop the Steal Protesters, &#8216;We Had Your F***ing Back, But We Ain’t Got Your Back No More!&#8217;👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻👆🏻",ANGRY
Patriot !! Thank you,HAPPY
Just another work day in the life of criminals. PUKES,DISGUST
This is what the lily-livered spineless repubi-cants are afraid of..........Tucson,FEAR
Sounds like a PLAN to me💥💥👇,HAPPY
Echo if this makes you angry..🤮🤮🤮🤢,ANGRY
Seriously crying now,SAD
The truly sad thing about today was that a military veteran was shot by police protecting the people that have been supporting the domestic terrorists that started all the violence at their behest and for their political benefit.,SAD
HalleluYAH...,HAPPY
Chinese News Network - garbage,DISGUST
I am livid‼️‼️😡😡,ANGRY
"ITS A SAD REALITY, MOST IMPOSE TERM LIMITS PRONTO, THIS PEOPLE IN CAPITAL HILL THINKS THEY ARE KINGS",SAD
Freaking mind blowing phone call!,SURPRISE
"When friend and family members don’t understand why were so pissed, show them this.",ANGRY
WOW!!,SURPRISE
Unfortunately I do believe we have reached that point.,SAD
"Pro-Trump Marine Goes Off on DC Police After They Mace Stop the Steal Protesters, ‘We Had Your F***ing Back, But We Ain’t Got Your Back No More!’",ANGRY
They are scared. So many ppl are going to be locked up when this all said and done.,FEAR
Rest In Power Ashley Babbit! So damn sad 🖕🏼,SAD
TheLeoTerrell:Newsflash newsflash newsflash. Both Republicans are now leading,SURPRISE
It’s all fake.,DISGUST
"Today is a sad day in our Nation. Soroos won and got the election results he wanted, bringing our country to the brink of civil war. Our for-fathers would have seen this and eliminated this problem with extreme prejudice",SAD
Nice rant.,ANGRY
"SidneyPowell So what do we do now, Sidney? Do we just give up because every election from here on in will be rigged? Will we even have elections when our constitution is destroyed?Do WTP just move along and obey? I’m scared to death of what happens next. What happens next?",FEAR
This is war! We need to start acting like it!,ANGRY
"Senator Cruz proposal to audit these states is their greatest fear, everything flips. The president has indicated up to 8 states are subject to vote authentication where a crime against the US citizens has taken place. We are most familiar with these 6 states, PA, MI, WI,GA, AV, and NV. After we do a 6 states audit, it will determine that several million or several hundred thousand ballots were fraudulent, either by fake paper, fake mail-in, dead person vote, out of state voter, under age voter, felony voter, no resident exist, no such person voter, switch over vote, or other legal reasons for ballot disqualification. We would next have a down ballot change for several people in local city races, congress, senate, and more than likely change the majority in the Senate & Congress. This is what the Democrats, RINO’s, and the DeepState media is keeping quiet about. Our Nov 3, 2020 citizen vote decision must be honored; our nation US Constitution must be honored. This audit must happen",FEAR
Fight like nobody’s business,ANGRY
"My heart can’t take it anymore, know I can feel Trumps pain every day of his presidency, fighting this evil enemy. Sad.",SAD
Fully expected! Sad but true!,SAD
Wow! Happening now at the California state Capitol!,SURPRISE
Shocking thank you Patriot 🇺🇸💕💕🙏,SURPRISE
Scum of the earth,DISGUST
"It's a shame we had one term with one man who gave a damn, but the establishment was disrupted as the people felt free and at ease to pursue life, liberty, and the pursuit of happiness. At least we know who are real enemies are now. I'm glad he brought the worst out of them.",SAD
😂🤣😂 must be nervous!,FEAR
MarshaBlackburn has betrayed this nation. Unfollow her. Every one of these traitors will be remembered. We The People are disgusted! #RINO #DefundTheGOP #marshablackburn #goptraitors,DISGUST
BREAKING: President Trump has deployed the National Guard.,SURPRISE
Rock on brother this says it all.. love it,HAPPY
Just wow!!!!!,SURPRISE
There are NO words to express the sadness that a TRUMP supporter was senselessly killed by police.,SAD
This is war,ANGRY
Heartbreaking.,SAD
Shocking🤦‍♀️,SURPRISE
It was probably the FBI doing the terrorizing,FEAR
This is disgusting on every level...,DISGUST
This is antifa!!! If this isn’t staged I don’t know what is!,ANGRY
CELEBRATE FOLKS! We have done it this time round!!,HAPPY
"newtgingrich begged @senatemajld to send a clean bill for the $2,000 payments to the American people because he believed failure to do so would impact the GA race. After all, it's his state so he knows the politics there better than most. He was right & this will cost the GOP.",FEAR
The wrong criminals were arrested. What a shame.,SAD
I am deeply saddened by what took place in our nation’s capital today. Our country is in trouble. We need God’s healing and we need God’s help. Pray for peace and the protection of our nation. Let’s come together—on our knees.,SAD
This sentence addresses the biggest and most painful problem most men face in,SAD
"FQLKS.....remember that ANYONE who serves in Congress, Senate, Military, Law Enforcement, and POTUS cabinet.......ALL SWORE & TOOK THE OATHE TO SERVE & PROTECT THE CONSTITUTION!!!! Both D's & R's!!!!!",FEAR
Wow wow wow wow,SURPRISE
Proud Of My Boys and my country.,HAPPY
Glad to see the Conservatives stepping up!!!!,HAPPY
"Pro-Trump Marine Goes Off on DC Police After They Mace Stop the Steal Protesters, 'We Had Your F***ing Back, But We Ain’t Got Your Back No More!'",ANGRY
It makes me sick. This was all a set up.,DISGUST
hahahh yes we did it!!!,HAPPY
Antifa agitators,ANGRY
"Stinky fingers , and Fredo... ? Doesn’t surprise..",DISGUST
Literally no one can watch this video and conclude this woman is telling the truth.This is INSANE. She's even more fake than Hillary Clinton!,DISGUST
Panic in DC 🚨,FEAR
the cares act is that stupid thing pelosi pushes. why don't they open our nation up and stop all this crap-- then we don't need for them to get us to pay for the $2000 - let's take it out of their paychecks. now we get to pay the 175.00 salary of Warnock and pay him that every yr for the rest of his life? nauseating.,DISGUST
▶ DML LIVE Jan 5: The Two Big Nightmares if Republicans Lose Senate by The Dennis Michael Lynch Podcast,FEAR
In the LA area. Anyone want these books. They brought me joy and now they can bring joy to someone else.,HAPPY
Breaking: Georgia Rep. Vernon Jones Announce Big News About Voting,SURPRISE
So pathetic yet Dems like it this way!,SAD
"""One of the best news outlets right now is the Epoch Times. They not only do a tremendous job breaking the most important stories and (shockingly) investigating the issues, they also do things like this. This infographic shows most of the Election Fraud Allegations up to this point, take a look.""#News #FakeNews #MSM #Media #SocialMedia #Politics #ArmyForTrump #Trump #Biden #Election #ElectionFraud #EpochTimes #VoterFraud #Infographic",SURPRISE
Very sad to see that much destruction and waste of the animals It wasn’t hunting it was killing,SAD
The people that think masks can save them from a virus are the same people in school that thought hiding under a desk would save them from an atomic bomb or whatever natural disaster.,FEAR
Totally disgusting listening to these disgusting traitor GOP slime resending their objections with the Democrats jacking each other off. Because unity now…More revelation,DISGUST
Welcome glad your here!!,HAPPY
Pence Betrayed our Beautiful President So heartbroken!!!!!!!!,SAD
Rest In Peace sister.,SAD
MAJOR BREAKING NEWS...WE CAUGHT DOMINION!!!,SURPRISE
I'm afraid you are right,FEAR
It was antifa,ANGRY
Oh my my .... what a coincidence. I wonder what the odds are of that happening in GA?,SURPRISE
Fox News is a POS,DISGUST
Happy Wednesday everyone!!,HAPPY
73 and i am in. My local hunters have said my farm is the best place to fortress. We are ready and we are pissed,ANGRY
"BE WARNED. *NO THREAT*WHEN THE WAR STARTS.. (and it might be tomorrow) MASKERS ARE THE FIRST TARGETS.... its like a bullseye.PLEASE REMOVE THE MASK AND JOIN THE PATRIOTS.That is all.***I LOVE AMERICA, but if you're a democrat.. you've earned the fear you might be feeling *** PRAY TRUMP WINS.",FEAR
