text,s_palak_label,s_ben_label,p_palak_label,p_ben_label
That's just funny,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Ik it’s horrible,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
If GA loses our country for us I hope they burn to the fucking ground. That state is a fucking embarrassment. I was born there and ashamed to say it. Fuck You GA for fucking our President.,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Thank you Mr. Rock,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Beautiful!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Well, Ted earned it well. Do it NOW.",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
This picture of the Trump supporters in Washington is AMAZING!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"WOW, Cocaine Mitch is talking like a complete Democrat. What a disgrace this country is. This is a coup folks, Dems, RINOS & Pravda are pulling on Trump and WE THE PEOPLE",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
I am controlling myself sooo much...it isn't funny.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
YOU ARE ABSOLUTELY RIGHT!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Welcome to FREEDOM OF SPEECH 🇺🇸🇺🇸🇺🇸,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
That is my Gov NA’ ! Love him!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
This is a photo from years ago - sorry...,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
The chances are slim to nonexistent.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Fantastic 🇺🇸🏋️‍♀️👍🇺🇸,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"JIM JORDAN IS A WONDERFUL MAN OF HIS WORD AS WELL.SO MANY OUTSTANDING REPUBLICAN SENATORS STOOD TALL FOR PRESIDENT TRUMP AND DID THE RIGHT THING, UNLIKE TRAITOROUS TREASONOUS PENCE.INDICT PENCE FOR TREASON RIGHT NOW ... DEATH PENALTY FOR PENCE.",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Great echo,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Totally agree Erin Zezzo! I'm a daughter to a Mom and Dad, Sister to 3 Sisters as well and Mother of Two Daughters and a Son.",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Thank you sir. Trump2020,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
That is absolutely not possible!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
It's very deep and very real!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Thank You,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Here's my excellent prediction at 8:00 PM 1/5/21 Loeffler 53% Purdue 52%; we WIN!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Propaganda Media, more biased and tainted then ever, so obvious that even a blind Man can see it!We need a list of the King Pins behind all of this!",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Terrible news in GA. How can we even trust our elections in the first place!?,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
I will never vote Republican again......what an utter disgrace!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
You’re such a potty mouth.... just love it.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
.beautiful.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
That is awesome! Wish I could be there!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
LONG LIVE FREEDOM,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
PROUD BOYS DID NOTHING WRONG!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Said the very people who sold out their country to the CCP!!!Absolute DISGRACE!!!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
COMMUNIST BEWARE WE ARE ALL WAITING TO AMBUSH YOU FROM OUR HOMES ALSO YOU HAVE NO WHERE LEFT TO HIDE the sequel,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
"Well, it's apparent they did not catch up to Pence.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Stand strong,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Great teacher,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Poor president trump.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Things are getting interesting. I am very excited on what will be happening in the coming days.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Bitches.DRAG THEM OUT!!!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
It ain’t much but it’s honest work,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
So true!TRUMP2020!🇺🇲🇺🇲🇺🇲,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Corrupt, makes me sick.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
In my last several podcasts I said I did not trust Pence. Looks like I was unfortunately right according to his illogical letter. Nothing of what he says here is factual. #patriots #traitors #pence #mikepence #hangalltraitors #coup #deepstatecoup #treason,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Great orentayer,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
CCP traitors,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
The Senate was stolen in Georgia to the worst two people int he world and I am not buying it,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"NewsMax has just lost my viewership. Spineless media cowards are blaming President Trump for the violence at the Capitol. Bastards! The violence is warranted and it is justified as provoked by the Left, The MSM and Antifa/BLM. To Hell with the media!!! All of them are traitors!!!",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Absolutely !!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"""We Will TRIUMPH""",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Absolutely these young new blood representatives will be good for our country,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Oh, I like how you think Wayne.",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
This is saddening.,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
"""THE REPUBLICAN PARTY AND, MORE IMPORTANTLY, OUR COUNTRY, NEEDS THE PRESIDENCY MORE THAN EVER BEFORE - THE POWER OF THE VETO. STAY STRONG!""",OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
We are losing the Republic ma’am.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
They sure have,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
That just made my day...best joke I've heard about that so far.....hilarious,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
I truly hope it makes a difference!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Your career is over. Better find a university to corrupt from.,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
"I am NOT happy! Are you? Follow <a href=""/profile/WeloveDonaldTrumpusa/posts"" class=""at""><a href=""/profile/WeloveDonaldTrumpusa/posts"" class=""at"">@WeloveDonaldTrumpusa</a></a",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
This is Powerful ..soon we will act!!ECHO,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Bullshit, propaganda. I've lost ALL faith Q is even real😞🇺🇸🇺🇸",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Makes perfect sense,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Top picture: What Fox News showsBottom Picture: TruthHey fox news.... GROW UP. You are just as bad as the rest of them. 💪🏽❤️🇺🇸,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Who is this man? What does he truly stand for? He does not stand for truth! He does not stand for we the people! He does not stand for the words he uttered when taking his oath of office. Who is this man?The most treacherous person is one that gains your trust and confidence so that you include him in your vote when you cast it on election day. Such a person is evil and cannot be trusted nor are they worthy of trust. This is the worst of the worst! A betrayer, a traitor, an empty vessel!Void of all goodness. An abomination to his fellow man!He is a party to treason and must be removed from office!",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Where the hell is GA, entire election must be voided !!!!",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Silver lining,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Block this dude in the post. Not the poster.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Despicable,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Great job,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Flynn's interview with Alex Jones. Interesting dynamic between the two. Well worth a watch,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"What is WRONG with this picture,#PATTIOTS ???",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Up to 2 MM showed up in DC to show love for Trump. Real debate about voter fraud on floor of Congress. All ruined in an hour. Suddenly every media blames  @Name Hidden  & all Trump voters. Out of blue nothing else matters. Election over. No more discussion allowed. Coincidence?,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Good about time,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Once you step out and start walking out the prophetic words God has spoken over your life, you begin an incredible, life-altering journey with the Lord. Once you have stepped out, then you step up into a new season of your life. God is raising and elevating new people to higher levels of business and ministry. God is elevating His children like never before. Increase in favor and blessing is coming to many.",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"a href=""/profile/SouthernBelle59/posts"" class=""at"">@SouthernBelle59</a> I don’t care who they were! Losing your life is a very sad thing. We have been left without hope. That’s where people are. Fussing at them and berating your own people will get us nowhere!",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Wow! I hope our president see’s these,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Good thing that they stole the election , you are useless also.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Ok this is funny!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
the democrats dont seem to care if anyone finds out what they do. Of course that's because the media is covering their ass,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Thank you, Mr. Speaker, for supporting President Trump...I know there isn’t a lot you can do to change the fraud but standing with Trump is perfect!",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
This is so wrong!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
All I want to know is can we fire the GOP chairwoman now??,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
Heroes!!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Expect more of the same with the results. They cannot be trusted.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
PLEASE MERRY CHRISTMAS MR. PRESIDENT. ENJOY 4 MORE YEARS😀,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Ironic the very media platform that has gone to great lengths to incite devise ness is projecting a victim of their bullshit is being silenced. This is a bad movie,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
He is an awesome Patriot.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Sad,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Thank you! We are the one terminating the FB and the Twitter !!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
There are a lot of frustrated people. I would guess there are more people in this country that feel like the leadership in this country 'doesn't care' about the people they say they represent.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Well, I was just put in twitter time-out again. Guess some libtard was affended by what I had to say to them. Really, I just asked what kind of fucking stupid he was. Asked if he was Beavis or Butthead. Libtards are such babies.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
We will hold it with him.,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
I love him so so much!!!! He has grown so fast! I can't believe it!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
They will not be able to walk the streets,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Make it right!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
You win the 2021 best Comment of the Year! Amazing,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
AMAZING! And finally the republicans won one!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Sorry about this one.. this is how i feel right now...,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Dems will never answer a thing!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"The mess was not fixed. Why did these 2 just sit back and let the same system continue, this I will never understand",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Well said Mr scalise. Thank you!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Good time magazine cover.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"There ya go peeps, now calm down & TRUST OUR GREAT PRESIDENT..God always WINS..",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Michigan Governor Whitmer said the voting machines contract doesn't exist ! You mean THIS CONTRACT Governor???👇👇👇👇👇👇👇👇👇👇👇👇👇,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
"To Me this is so Beautiful , seeing all these Patriots 😎",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"MSM and social media need to understand what is happening is because when we tried to use our voice, we continually have been shut down!!! This mess lays at the feet of all of the MSM and Democrats, Republicans, ANTIFA and BLM. Oh yeah, let’s not forget Hide. Biden and his ridiculous party! You wouldn’t listen. Did not care that the election was rigged. Hell, all elections are rigged. This one...just so much worse. 🔥🤬🔥🤬🔥",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Thanks to these brave souls...now where’s the rest of em 🤨,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Fraud explains negative votes.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Good!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Love this song and CENSORED is amazing.,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
Incongruent. Unnatural. Forced. Nervous. Laughing Way Too Much.L I A R.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Save our country! A great message from my good friend Jon Voight!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Thank You Mr. President! We have your Six Sir!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Now twitter is massively censoring president Trump for no reason at all. #parlerWe the people are fed up and it will only continue if we don't get representation or are heard!,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
Has anyone heard anything of our president? Heard he got locked out of his own twitter account. That raggedy junkie Twitter Ceo is such a traitor,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Ladies and gentlemen, it’s starting.",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
DUMP TWITTER!!!!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Stop! Violence in any form in unacceptable. This behavior hurts our cause . Free speech and peaceful protest YES , Violence No.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Just a friendly reminder to all branches of our USA military. Patriots are not afraid either fight with us or end up dead sweet and simple.,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
"Good night darling, I’ve been one of those hundred million potential’s",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Cool!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"It's already much worse than Orwellian... And it's going to get even worse still, because even after all this shit of the past 70 years, still, NO ONE is paying attention.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"If you’re not a Christian, you’re the world’s poorest person.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Thank God we Parler👍⚖️🇺🇸.I'm grateful for all of the wonderful people here💖,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Why is it newsmax called it and fox news hasn't? Wtf I lost all faith in everything today.. fuck the next 4 years.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Josh Hawley is a true patriot,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Damn right it is bogus!Burn the murder mask!!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Thank you Senator Cruz,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Her story tells it all!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Hero,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
He will get results as well.,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Absolutely!!! Well said!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Awesome 😎,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"This is bad and sad 😔 because of that bastard Mike Pence #mikepence Someone will die <a href=""/profile/Simonlaur76/posts"" class=""at"">@Simonlaur76</a> <a href=""/profile/CommunistsDeserveToDie/posts"" class=""at"">@CommunistsDeserveToDie</a> 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Thank you Mr. President!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Ruby Freeman and those around her never checked a single envelope. They cut them open and threw them in the trash. No verification whatsoever!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Betrayed!!!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"If you see them, Take Them!",OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
Greedy Wall Street is not our friend!,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Fucking throw that cunt in a hole somewhere and forget about her,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
What we have here is a massive coordinated “Jussie Smollet” type hoax. Fake phony fraudulent.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"#parlersupport <a href=""/profile/parlersupport/posts"" class=""at""><a href=""/profile/parler/posts"" class=""at"">@parler</a>support</a> - need more servers... <a href=""/profile/parler/posts"" class=""at"">@parler</a> is shitting the bed...",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
We are mighty and strong when we unite!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Whoops to all of you that has already decided not to fight! This man is brilliant,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
The Supreme Court failed us. What now,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Love it when the truth emerges.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
It's hard.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Stay strong!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Hi beautiful,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Yup, once again all the prostitutes vote her the best madam of the best whorehouse in D.C. I bet that makes her daddy so proud of his little whore!",OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
Absolutely true brother!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Total idiot!!!!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
This is such a great inspiration!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
We ARE AMERICANS WE WILL PREVAIL,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
ECHO ASAP PLEASE THANK YOU,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Absolutely.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
We can not stand for this shit!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
A crisp Salute President Tump!!!Love you. All that you are. Your profound and unwavering love for our great nation!!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
PRENCE IS A TRAITOR!! 👇Pence says he lacks authority to throw out Electoral College votes,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Abrams - HUGE conflict of interest..Warnock is racist..Ossoff is senate equivalent of AOC - STUPID!!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Someone needs to Recall her, she is just a Baltimore scumbag",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"He needs to be dragged out of the governors mansion and chained to a pickup, then made to keep up until he passes out from exhaustion, and then dragged down a gravel road.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Welcome,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
The beauty & the beast,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Listen to this and keep the faith,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
For you PIGLOSI. We love Trump and Tina.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
She wasn't doing a damn thing. She has passed.,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
They will. You can count on it.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
This shouldn't surprise anyone.,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Jim Jordan is a hero.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
We will with God’s blessing keep this man as our President!,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Awesome Thank you,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"What a great honor to meet <a href=""/profile/GenFlynn/posts"" class=""at"">@GenFlynn</a> - one of the greatest living American of the Century. Our shared experience makes us both appreciate the Freedom we enjoy as Americans #usa",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
That looks way too much like Antifa for my liking.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
About everything President Trump says gets taken out of context. This is why the media is the enemy of the people. They cannot be trusted. #fakenewa #mediaistheenemyofthepeople,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Oh yes my dear Patriot this is a good one! Oh yes! WWG1WGA 🇺🇸❤️🤍💙🇺🇸💯⚔️💥💪🐸,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Rock her world folks.,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Yes we love you Vernon,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Totally agree!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Twitter is going to ban him.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
God bless America.,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
"This “COWARD” is a “TOTAL” Disgrace to our country! I had no “CONFIDENCE” in him whatsoever! I thought he was going to “SURPRISED” ALL Americans by doing the “RIGHT” thing but he “ENDED” up “BETRAYING” our President which is NOT a surprise to me! I never “TRUSTED” him! I actually think he is part of the “PEDOPHILE RING!” It’s OFFICIAL, Mike Pence Has FAILED 👇",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Biden is so dirty your mind can’t even comprehend it!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"🇺🇸 🇺🇸 🇺🇸 🇺🇸 This unique keychain is a great way to honor President Trump and SHOW support for the man who has FOREVER changed our country for the better! Are you a proud supporter of President Donald J. Trump? If so, you'll LOVE this Trump 2020 'Keep America Great' Keychain.",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
This is great,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
God bless and protect our great patriots! Prayers are never wasted!,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Accurate!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Right!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
This fucker is cheating you again. Stealing yet another election. Take this asshole down. Hes scum.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
What was that CNN said where is it protest was supposed to be peaceful you need to go by there building and burn it down .,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"I am totally disgusted by this! Echo if you are too and follow <a href=""/profile/WeloveDonaldTrumpusa/posts"" class=""at""><a href=""/profile/WeloveDonaldTrumpusa/posts"" class=""at"">@WeloveDonaldTrumpusa</a></a",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
ALL NEWS OULETS ARE PIECES OF SHIT.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
I agree completely.....,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
This is an abomination. These corporations enforcing masks mandates need major fines. BLM is not good. We are under attack. Apparently in MK Ultra they had to wear masks,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
This is YOUR fault because you have NO spine🤬🤬,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Good Morning Patriots......,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
They must think we are stupid!?!?,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
You know what makes it nice and bright? A huge bonfire!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
BRILLIANT,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Thank you Josh Hawley for your courage and for speaking for the voters that WERE DISENFRANCHISED in this election. You are a TRUE PATRIOT!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
I found you!!!,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Thank you so much Lin Wood! I love hearing the truth and thank you for the encouragement! 80 million plus patriots need it right now! God bless you!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
The Lord is all we need! He is worthy of our praise!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"We welcome you to the other side, the good side fair and true to these United States of America",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
The country is fucked.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Lord, my joy is found in you. You are my salvation and my strength. I pray that you would fill me with incredible hope in your goodness, grace and sovereignty over all things. Help me fix my gaze on you all the days of my life.In Jesus’ Name, Amen.",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
History is taking place!Alex Jones and General Flynn,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
"Just, wow!!!!",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Today is Tuesday, January 5, 2021, and Roy Cooper is the WORST GOVERNOR in North Carolina history!",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Really? Shocker! Not so much.,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
Will we make our Founding Fathers proud today?,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Mitch McConnell’s future as Senate Majority Leader may be in jeopardy after President Trump said this about him on Twitter - Political Animal NewsPathetic doesn’t describe McConnell’s treachery accurately enough; he’s a typical, Deep State RINO and only interested in maintaining his own, selfish position. Another typical, political narcissist!!!",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Exactly. And nobody says anything about all these Judges fcked up rulings.That's why this country is ruined.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Shredded ballots in Dell boxes.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"MAKE THIS GO VIRAL! THE LIBERAL DOUBLE STANDARD IS DISGUSTING! <a href=""/profile/thescoop/posts"" class=""at"">@thescoop</a",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
More fraud in GA ..... my theory if you stop counting the vote is done at that point !!!! No more fraud !!!!!!!! This is getting stupid,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Well of course! This election isn't no difference cause they are cheating again it will be declared null and void this time!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Neither will happen. I almost bet rally numbers tomorrow will be no where near 1,000,000. Closer to 100,000. I hope I am wrong. People just don’t care",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Thank people like Lin Wood for encouraging people to not vote...well you've successfully given away America and with the democrats running the white house and both houses America is history,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Appalling,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
💥@X22ReportOfficial💥JAN 6 2Q21FINANCIAL NEWS [CB]/China Economic System Are Now In The Process Of Being Destroyed.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
THE FEW.THE PROUD.THE MARINES.🇺🇸🗽⚓️👊🇺🇸🗽⚓️👊,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
