,text,e_palak_label,e_ben_label
489,"The Huge Secret That Princess Diana KnewThis story will shock you, but you need to understand something: children rescued from the Illuminati over the past many decades often described their tormentors as Shape-Shifting Reptilian Extraterrestrials.Elizabeth and the father to Charles, Albert, William, and Harry - PINDAR - were SSRES also.",SURPRISE,SURPRISE
490,This is incredible!! #1776worldwide,SURPRISE,SURPRISE
491,Trump is my president for 4 more years! I will not concede or comply! I stand with patriots! Everyone else can piss off. Signed sincerely pissed off Patriot. Ps gop and dnc you are done.,ANGRY,ANGRY
492,🙏❤,HAPPY,HAPPY
493,Or maybe she got in there and got scared with the ANTIFA bitches so she locked herself in there. You don't know Matt so how about you keep your dumbasd comments to yourself.,FEAR,FEAR
494,👍❤️👍,HAPPY,HAPPY
495,The Whites - Keep on the Sunny Side - YouTubeTime to play this and go forward in determination and peace! ❤️🇺🇸,HAPPY,HAPPY
496,I see people sad because of the Georgia election. President Trump isn't stupid. He caught them. Wait for it 🇺🇸 God Wins 🇺🇸,SAD,SAD
497,1776 has commenced again!!! Tears in my eyes. Brave patriots. Today we save our nation. I love this country. I love all of you!! TAKE IT BACK!,FEAR,SAD
498,Antifa at it again,ANGRY,ANGRY
499,I don’t even had words...,ANGRY,SAD
500,🎉🎉🎉,HAPPY,HAPPY
501,Fencing being put up around the AZ CapitolWhy is anyone afraid of thousands of peaceful protesters?,FEAR,FEAR
502,"They won’t have enough money, we fund everything we work",FEAR,FEAR
503,This is really interesting. This should give the President a basis to invoke his 2028 Foreign Interference Executive Order.,SAD,SURPRISE
504,HalleluYAH...,HAPPY,HAPPY
505,Anyone at the White House right now is a cry baby,SAD,SAD
506,It was antifa,ANGRY,ANGRY
507,Love it❤️❤️❤️,HAPPY,HAPPY
508,Well that’s interesting,SURPRISE,SURPRISE
509,Pussy.....stand and fight,ANGRY,ANGRY
510,Always and forever!!! Best President we’ve ever had!!,HAPPY,DISGUST
511,Its war time!,ANGRY,ANGRY
512,"Oh Tim, Im so sorry for you",SAD,SAD
513,[VIDEO] Trump Supporters Worry After Spotting Something Very Dangerous Sitting on DC Streets - WayneDupree.com,FEAR,FEAR
514,"Trump at DC Rally: ‘We Will Never Concede, We Will Not Take It Anymore’",ANGRY,ANGRY
515,"As a Christian, it is difficult to watch our country fall so far and so fast into chaos. The moral decline and widespread hate for one another has created a chasm too wide to bridge, and too deep to repair. It's time to repent, put on our armour, and spread the gospel to the lost souls. Jesus commanded this of us. Always be prepared. He is coming soon!",SAD,SAD
516,You don’t change your mind from right to wrong because you’re scared. Fake reason just like the fake John Roberts excuse.,FEAR,ANGRY
517,Hooray!!!!!,HAPPY,HAPPY
518,Disgusting!,DISGUST,DISGUST
519,"We are about to find out the true from the false. Who has the fear of man, and who has the Fear of the Lord! The decisions you make will always give you away! If you fear man more then God, you are not only on the loosing side, but you are serving the Dark side! ... -",FEAR,FEAR
520,I warned people in this article I put out the day before the election in November. Look at what is happening outside Capital Hill right now.I’m afraid there is no way to stop this.,FEAR,SAD
521,I’m saddened by Kelly Loeffler’s loss. I’m confused by false anbetvitme,SAD,SAD
522,Hahahaha,HAPPY,HAPPY
523,Doesn’t get much sweeter than this. Actions have consequences,HAPPY,HAPPY
524,REVOLUTION IS THE ONLY WAY TO FIX IT!!! EVERY SINGLE POLITICIAN HAS TO GO!! EVERY SINGLE JUSTICE HAS TO GO!!! WE ARE AT WAR!!! GRAB YOUR RIFLE AND DEFEND YOUR COUNTRY!!!,ANGRY,ANGRY
525,I went to bed Republicans were winning Georgia... I wake up and the Democrats have the lead... shocker,SURPRISE,SURPRISE
526,🙈🙉🙊,HAPPY,HAPPY
527,President Trump was on fire at the Save America rallyMike Pence should do the right thing today and send it back to the states for recertificationTrump is right to blast weak Republicans who won’t stand up for the American people,ANGRY,ANGRY
528,"I guess THE SCARE TATIC ABOUT DEFUND THE POLICE WORKED, THEY FELL RIGHT IN LINE🤔🤔🤔🤔🤔🤔👮‍♀️👮‍♀️👮‍♀️",FEAR,FEAR
529,"Sir,... I’m not enjoying this show ..... I’m so sad, for All Patriots,.... The American People.. & You,.... You, Sir, were the best President in my long life.. I Thank You,... my heart is broken .. ....🌟⭐️✨",SAD,SAD
530,Prayers and sympathy for the family!,SAD,SAD
531,Wow!!,SURPRISE,SURPRISE
532,"Just, wow!!!!",SURPRISE,SURPRISE
533,Waving Goodbye to the America We All Knew and Loved - American Thinker,SAD,DISGUST
534,Rock on brother this says it all.. love it,HAPPY,HAPPY
535,"#parler #parlerusacongress afraid of a ""Few Patriots"". Not quite ""the Fighters"" we thought!!!",FEAR,FEAR
536,Your baby is hideous,DISGUST,HAPPY
537,Disgusting move,DISGUST,DISGUST
538,Sadly these real Patriots will never be heard.,SAD,SAD
539,"This is heartbreaking. Our President has been stabbed in the back and betrayed at every turn. Maybe pence will send votes back to states for legislatures to hash out instead of outright betrayal. Wishful thinking? He's supposed to be a man of God, right?",SAD,SAD
540,THIS IS AN ANTIFA STUNT!!,SURPRISE,SURPRISE
541,THIS is Communism to the 100th Degree,DISGUST,DISGUST
542,We were told by those in the media that the SCOTUS would not take the election case because of fear of violence. So we were basically told to get what we want we must be violent.,FEAR,ANGRY
543,That's antifa/blm in the Senate...note the hand signal!!,HAPPY,ANGRY
544,So true and so terrifying,FEAR,FEAR
545,There are NO words to express the sadness that a TRUMP supporter was senselessly killed by police.,SAD,SAD
546,That’s Antifa.,ANGRY,ANGRY
547,Wow🛑🛑🛑🛑,SURPRISE,SURPRISE
548,"Apple, just as bad as Gaggle, Twatter, and FakeSpookAssholes",DISGUST,DISGUST
549,Whoever ended the prayer Amen and Awoman is ADummy,DISGUST,SAD
550,THANK YOU!,HAPPY,HAPPY
551,Not all blue lives are the same. Some will sadly be the enemy.,SAD,SAD
552,Praying for her family,SAD,ANGRY
553,We are NOT going away !!#stopthesteal #stopthecoup #fightforamerica #fightfortrum,ANGRY,ANGRY
554,Scum,DISGUST,DISGUST
555,"In case anyone is wondering, I called the hotel I’m staying at and they ARE NOT canceling reservations. In fact, they said the mayor doesn’t have that power! The left is clearly launching a fear mongering strike against us. Call your own hotel to confirm- it only took a few minutes! DON’T FALL FOR IT! Before you share something take a few minutes to look into it! Otherwise you are working for them. 😒",FEAR,FEAR
556,Love this video.,HAPPY,HAPPY
557,Shocking thank you Patriot 🇺🇸💕💕🙏,SURPRISE,SURPRISE
558,This is literally stranger than fiction. Surreal.,SURPRISE,SURPRISE
559,Amazing that he gets 12 hour suspension for calling for NO VIOLENCE,SURPRISE,SURPRISE
560,Planned attack,ANGRY,ANGRY
561,Hahahha,DISGUST,HAPPY
562,What a showing!!,SURPRISE,SURPRISE
563,Surprise,SURPRISE,SURPRISE
564,"It's a shame we had one term with one man who gave a damn, but the establishment was disrupted as the people felt free and at ease to pursue life, liberty, and the pursuit of happiness. At least we know who are real enemies are now. I'm glad he brought the worst out of them.",SAD,SAD
565,What bullshit,DISGUST,DISGUST
566,"A perfect Corrupt Rino politician...who used power of his position to prosper off backs of the American people and has been doing so since elected by Utah! How do u like him now. Totally self righteous puke! Vote him out in the next primary! He is not a voice for we the people, the little guys!",DISGUST,DISGUST
567,"THREATENING words from BIG PHARMA to Robert Kiyosaki for speaking out about the vaccine and COVID scam on the world!“That’s what I know, and I was told..... DON’T do that anymore because we’ll KILL you...” “The world is never going to be the same.”ECHO, ECHO, ECHO ‼️#Covid19Hoax#PatriotWarriorsRising",FEAR,FEAR
568,"Too angry! I followed leaders, they failed. Now I need a General.",ANGRY,ANGRY
569,"The vote count stopped at 10PM in Georgia last night with the Republicans ahead, this morning the Democrats won, wow amazing.",SURPRISE,SURPRISE
570,“Whose house? Our house!” chants from the Trump supporters in downtown DC tonight #DC #WashingtonDC #January6th Follow me if you like these videos and wish to see much more of them,ANGRY,ANGRY
571,A American Hero RIP,SAD,SAD
572,Good Morning! Have a great day!,HAPPY,HAPPY
573,Lovely.,HAPPY,HAPPY
574,"Gotta get the ""perfectly timed"" picture, eh? #senate #takeover #panicindc",FEAR,FEAR
575,The Obama/Biden Administration is still the most corrupt in US History.,DISGUST,SAD
576,Patriots heckling Mitt Romney.,ANGRY,FEAR
577,Republicans leaders have shamed us,DISGUST,DISGUST
578,Sounds like Biden just THREATENED HIM,FEAR,FEAR
579,"So if you wear a MAGA hat and shirt you HAVE to be a Trump supporter???? If you ask me, this was another move by the elite left to sway congress. Fear works well. Divide and conquer!!!! United we prevail divided we fail!!!!!",FEAR,FEAR
580,the cares act is that stupid thing pelosi pushes. why don't they open our nation up and stop all this crap-- then we don't need for them to get us to pay for the $2000 - let's take it out of their paychecks. now we get to pay the 175.00 salary of Warnock and pay him that every yr for the rest of his life? nauseating.,DISGUST,DISGUST
581,Oh wow.,SURPRISE,SURPRISE
582,"**BREAKING REPORT: ""A new photograph has emerged of Democratic presidential nominee Joe Biden posing with Hunter Biden and Kenes Rakishev, a Kazakh oligarch.""**",SURPRISE,SURPRISE
583,Wow 🤬,SURPRISE,SURPRISE
584,WOW! 🇺🇸,SURPRISE,SURPRISE
585,I love an uplifting happy ending.,HAPPY,HAPPY
586,The world has seen nothing like this sort of leadership EVER!! he runs the presidency like everyone dreams about but actually knows how and where to start and then follows through with the big finish.,SURPRISE,SURPRISE
587,Disgusting piece of garbage.,DISGUST,DISGUST
588,Treason!,ANGRY,HAPPY
589,I’ve seen that video before and I believe it most def was Antifa. The Main Stream Media will NEVER put that out tho. I’m so disgusted with the reporting right now.,SURPRISE,DISGUST
590,Wowww,SURPRISE,SURPRISE
591,Police and Patriots trade blows,ANGRY,ANGRY
592,This is heartbreaking! Rest in Peace,SAD,SAD
593,"This makes so much sense .. TY for posting this, bc I’m heartbroken thinking the blue turned on us ..!!",SAD,SAD
594,DO YOU THINK BIDEN AND HARRIS ARE SCARED?,FEAR,FEAR
595,Well said! This is exactly what I find disgusting!,DISGUST,DISGUST
596,So anxious 😟,FEAR,FEAR
597,Now we all know he’s a swamp rat,DISGUST,DISGUST
598,The cops are there guarding the people that placed the bricks and propane and they're not doing anything because police are the enemy.,FEAR,FEAR
599,It’s official guys I’m ordained! Praise the LORD! Praise you JESUS! Praise you FATHER! All things are possible! TO GOD BE THE GLORY 👑🔥🛡🕊💫🙌🏽🛐✝️🙏🏽,HAPPY,HAPPY
600,Despicable,DISGUST,DISGUST
601,President Trump BIG NEWS IN PENNSYLVANIA!,SURPRISE,HAPPY
602,WE DEMAND JUSTICE!!!,ANGRY,ANGRY
603,Scum of the earth,DISGUST,DISGUST
604,Sad day,SAD,SAD
605,Love This 🇺🇸🇺🇸,HAPPY,HAPPY
606,RIP Ashli Babbitt.🙏❤️🇺🇸❤️My deepest condolences to her family and friends...Thank you for your service.❤️🇺🇸❤️,SAD,SAD
607,Stand for American! Fight fight fight!,ANGRY,ANGRY
608,Just an example of the Great Awakening,SURPRISE,SURPRISE
609,"This was long, but soo interesting. This women are warriors!",SURPRISE,SURPRISE
610,"The sad thing is, these socialist idiots don't realize how much damage they have caused the USA for generations...if not forever!",FEAR,SAD
611,"I have searched and searched for ANY Science that I can find about Covid. Sadly I have found nothing. I have a Masters degree so I understand research/Chemistry etc. My question is why can't I find any data on Covid? I can find multiple theories, OP-EDS, opinions by Politicians but NO real Science. Doesn't China tell people how to think as they control information? hm......",SAD,SAD
612,CO IS ALWAYS ON 🔥🔥🔥,HAPPY,HAPPY
613,I love happy endings!!,HAPPY,HAPPY
614,"The mayor is afraid, and she should be!",FEAR,FEAR
615,"Washington DC Mayor Muriel Bowser is afraid 😱 She has 🚫 the Chairman of the Proud Boys from DC. She has 🚫 all the streets near the Capitol and the White House. She has called in the National Guard to protect her own ass. We, the American Patriots, will neither abide a stolen election nor a Commie takeover of the Republic. The gauntlet is being thrown down tomorrow in DC, and the Second War for our Independence begins then and there. #stopthesteal #wearethestorm",FEAR,FEAR
616,Big Breaking News:PA has spoken. The legislators are overruling the Secretary of State.,SURPRISE,SURPRISE
617,Fully expected! Sad but true!,SAD,SAD
618,Echo if you will never support any Republican or any candidate who betrayed president Donald J Trum,DISGUST,DISGUST
619,This is the truth of the matter. The government should fear the people; the people should not fear the government.,FEAR,FEAR
620,WAR IT IS!!!,ANGRY,ANGRY
621,That’s Antifa!,ANGRY,ANGRY
622,Love ❤️ Jim Jordan! My favorite,HAPPY,HAPPY
623,It’s so typical everyone is sobbing in but no one does anything No wonder the Democrats are going to win the senate It’s like taking candy from a baby,SAD,SAD
624,They are lying in Newsmax. The President did NOT encourage anybody to storm the Capitol. Not at all. The articles on the website are disgusting. I'm done watching them.,DISGUST,HAPPY
625,"Kelley and I, and our entire team, are heartbroken over the loss of our dear friend, my long-time adviser and former State Director, Jim Milliman. Our thoughts and prayers are with his wife Nan and all those who had the honor of knowing Jim. He was a great American, proud Kentuckian, loyal teammate, and loving husband. He will be truly missed.",SAD,SAD
626,Real bad acting,DISGUST,DISGUST
627,That's very eye opening!,SURPRISE,SURPRISE
628,"Senator <a href=""/profile/TedCruz/posts"" class=""at"">@TedCruz</a> is right. We should all be terrified. #ampFW",FEAR,FEAR
629,SAME BULLSHIT OVER AGAIN,DISGUST,DISGUST
630,Mike Pence is a coward.,FEAR,FEAR
631,I feel sad...I saw it happen thru someone else’s video... now I can see why our soldiers get PTSD when they see so much death & violence. 🙏🏼,SAD,SAD
632,Love this- could watch it over and over!,ANGRY,HAPPY
633,This is disgusting. This isn’t protest. This is terrorism and needs to stop now.,DISGUST,DISGUST
634,I grieve for our country....it died today,SAD,SAD
635,Today is a good day!,HAPPY,HAPPY
636,WAR,ANGRY,ANGRY
637,Prayers for her family,SAD,SAD
638,DISGUSTING,DISGUST,DISGUST
639,BLM is violence.,ANGRY,ANGRY
640,Mostly peaceful,HAPPY,HAPPY
641,God rest her soul,SAD,SAD
642,I am sad!,SAD,SAD
643,Amazing how cops allow that kind of staging.,SURPRISE,SURPRISE
644,Beautiful.,FEAR,HAPPY
645,"BREAKING: With 65% reporting, pro-life Sen. David Perdue (R-GA) is back in the lead over pro-abortion Democrat opponent Jon Ossoff.",FEAR,SURPRISE
646,😥😥😥,HAPPY,HAPPY
647,Funny...how the Democrats do not get Covid...hmmmm,SURPRISE,SURPRISE
648,Threats from the communist hacksThreats from the commies towards those who support Trump and the US Constitution.,FEAR,FEAR
649,"There is no good news today, but we can make it a good news day if the right things are spoken about at the rally in D.C.. Right now, people are afraid to say what they think, that is called Communism, not Americanism. Say what you think in todays Patriot Day in Washington D.C..",FEAR,FEAR
650,"People storm the #capitalbuilding which I do not agree with, and they’ll be called terrorist. #blm and #antifa ACTUALLY destroy things and it’s a #peacefulprotest . This is like “Sum of fears”. “It wasn’t the Russians!” rather rogue agents behind the scene. #protests #washingtondc",FEAR,FEAR
651,So Fox news to include Fox business can be real happy about the red loss in Ga. This will fit their agenda to a T.,DISGUST,HAPPY
652,Wow! No words...,SURPRISE,SURPRISE
653,I wanna cry. Georgia was fraudulent yesterday. Omg,SAD,SAD
654,FLASH: Lin Wood reports his Twitter account has been suspended,SURPRISE,SURPRISE
655,We peacefully and respectfully follow you,HAPPY,HAPPY
656,BREAKING NEWS: Mike Pence rejects Trump’s call to overturn Biden election,SURPRISE,SURPRISE
657,Sad but true..,SAD,SAD
658,Amen to that! 🙏,HAPPY,HAPPY
659,It’s time. Fight.,ANGRY,ANGRY
660,"BREAKING:Cobb and Gwinnett counties are counting EARLY votes first along with some other counties explaining the Democrats’ early lead. This time, it is expected Republicans will catch up rapidly as the night unfolds. (Shocking) CURRENT NUMBERS:Ossoff: 190713Perdue: 111598Warnock: 191683Loeffler: 110134",SURPRISE,SURPRISE
661,"Today is a sad day in our Nation. Soroos won and got the election results he wanted, bringing our country to the brink of civil war. Our for-fathers would have seen this and eliminated this problem with extreme prejudice",SAD,SAD
662,May she Rest In Peace! 🇺🇸,SAD,SAD
663,Thank you to each and everyone of you too !!,HAPPY,HAPPY
664,I’m sure glad you did Mr President 🦅❤️🙏🏻🇺🇸💯👊💫,HAPPY,HAPPY
665,Obviously fraudulent election,DISGUST,DISGUST
666,Glad to see the Conservatives stepping up!!!!,HAPPY,HAPPY
667,"Very good chance it was antifa goons, But it put FearInto the deep state traitors !! And they deserved it !!!",FEAR,FEAR
668,"BREAKING: I don't think there is going to be another objection, I think it's over — Sen. Rand Paul",SURPRISE,SURPRISE
669,What a shock!!Maybe Beijing Biden can get pal Xi Jinping to open up.CHINA VIRUS.,DISGUST,SURPRISE
670,Stay positive! Keep the faith! Never give up! We are going to win!!! 🇺🇸🇺🇸🇺🇸,HAPPY,HAPPY
671,THERE WILL BE MANY A SCARED DEMOCRAT INSIDE THAT BUILDING. THERE IS NO IRON WALL IN FRONT OF PELOSI NOW.,FEAR,FEAR
672,Makes me sick to my stomach. 😡,SURPRISE,DISGUST
673,1776💥💥💥,HAPPY,HAPPY
674,💀PENCE IS THE DEVIL 💀PENCE REFUSES TO REJECT ELECTORS AS PATRIOTS STORM CAPITOL BUILDING HOLD THE LINE MORE NOW THEN EVERPOSITIVE ACTIONS TO HELP NOT CRYING AND EMOTION PLEASE SHARE🐸WWG1WGA,DISGUST,DISGUST
675,Astounding turnout in Texas.People had to be seated in the lobby.Altar full of people repenting & receiving Christ! See you tonight.,SURPRISE,SURPRISE
676,Emotional watching this... y’all be careful🙏,SAD,SAD
677,Yes it is! Part of the plan for Mike Pence to leave! So sad,SAD,SAD
678,So fucking sad.,SAD,SAD
679,We are with you sir. We know you won'tgive up and will reset notthe world only the USA but the world from the evil berderism placed on us all.,FEAR,FEAR
680,"Trump replaced the US Attorney for the Northern District of Georgia who just left, with a military officer. Panic in DC.",FEAR,FEAR
681,No words to describe her,FEAR,SAD
682,Hahahahaha Master level.,HAPPY,ANGRY
683,🇺🇸♥️🇺🇸,HAPPY,HAPPY
684,Why is down?,SAD,SAD
685,The woman who was shot and killed today by capital police is Ashli Babbit. So very sad and disturbing.,SAD,SAD
686,"Senator Cruz's proposal to audit these States is their greatest fear, everything flips. The President has indicated up to 8 states are subject to vote authentication where a crime against the US citizens has taken place. We are most familiar with these 6 states, PA, MI, WI,GA, AV, and NV. After we do a 6 states audit, it will determine that several million or several hundred thousand ballots were fraudulent, either by fake paper, fake mail-in, dead person vote, out of state voter, under age voter, felony voter, no resident exist, no such person voter, switch over vote, or other legal reasons for ballot disqualification. We would next have a down ballot change for several people in local city races, congress, senate, and more than likely change the majority in the Senate & Congress. This is what the Democrats, RINO’s, and the DeepState media is keeping quiet about. Our Nov 3, 2020 citizen vote decision must be honored; our nation US Constitution must be honored. This audit must happen.",FEAR,FEAR
687,"Rep. Connor Lamb from the 17th district of PA encompassing Mt. Lebanon, Beaver, North Hills is a democrat inciting violence, name calling and degrading his colleagues across the isle.",ANGRY,ANGRY
688,BULLY BULLY FOR TRUMP,ANGRY,ANGRY
689,#Antifa,ANGRY,FEAR
690,#fightlikeaflynn,ANGRY,ANGRY
691,"Wow. Wow. Wow. Llin Wood, I never doubted you but things are perfectly clear now.",SURPRISE,SURPRISE
692,WE LOVE YOU PRESIDENT TRUMP!❤❤❤❤❤❤❤❤❤❤❤,HAPPY,HAPPY
693,"Lockdowns are crushing people’s lives, hopes and sprit, and bringing them to the brink of mental breakdown.....you can see it in this lady’s eyes and hear it in her voice. It’s heartbreaking.",SAD,SAD
694,"Watch this one 💥“Tragedy has struck in the alternative/independent media world as Brandy Vaughan, a well-known drug, health & vaccine safety advocate, and former Merck (pharmaceutical company) representative, was found dead in her home leaving behind a nine year old child who found her. This information comes from multiple friends of Vaughan across social media outlets, as well as Facebook itself, having now posted a note atop her Facebook page.”",SAD,SAD
695,When do we get to start kicking ass?!?,HAPPY,ANGRY
696,This won't stand! Soo obvious!,DISGUST,DISGUST
697,Wow,SURPRISE,SURPRISE
698,This is disgusting on every level...,DISGUST,DISGUST
699,Me too. Glad you're here.,HAPPY,HAPPY
700,Color me shocked 😳,SURPRISE,SURPRISE
701,The LION....interesting,SURPRISE,SURPRISE
702,🙏❤🇺🇸,HAPPY,HAPPY
703,Qll scum,DISGUST,DISGUST
704,De Blasio Rips Cuomo’s ‘Arrogance’ on CoVID Vaccine Rollout Plan,ANGRY,ANGRY
705,"With 98% of the vote in Ossoff leads Perdue by just 16,000 votes out of 4.4 million cast.Amazing how often Democrats manage to just squeak over the line with a massive vote dump at the end from a blue county that was just holding out to see how much they needed.",SURPRISE,SURPRISE
706,We are at war.,ANGRY,ANGRY
707,There are no words to describe.......,SAD,SAD
708,Things are going hot. Wherever you are tomorrow have your battle rattle close by.,ANGRY,SURPRISE
709,The sad thing is is that I don't believe the other side don't care it's like They don't even hear it I mean how can you go without Not knowing what's going on in America right now and makes us so frustrated because we see it so plain they choose not to So disappointing,SAD,SAD
710,This is what the lily-livered spineless repubi-cants are afraid of..........Tucson,FEAR,FEAR
711,Sad but true....👇#COVID-19,SAD,SAD
712,Love this! 😂😂,HAPPY,HAPPY
713,WOW,SURPRISE,SURPRISE
714,"If <a href=""/profile/linwood/posts"" class=""at"">@linwood</a> was right about Pence........ Is he right about it all? .....The deep state must be panicking.....",FEAR,FEAR
715,"I’m so sorry for this horrible tragedy. If she was in the capital, she should not have been in there",SAD,SAD
716,The news dropped today will be historic.,SAD,SURPRISE
717,"What started as a peaceful protest, sadly, resulted in a violent breach of the halls of Congress. This is unacceptable, God save America.",SAD,SAD
718,Pathetic when they have to put disclaimers on your Tweets because you lie so much.,SAD,SAD
719,"LEOs are you proud of yourselves ? You let Antifa and BLM burn cities to the ground, Loot businesses, throw molotov cocktails at you, bricks, urine bombs, fireworks, murder police, murder innocent civilians while you stood down like little bitches, but you murder an unarmed woman. You disgust me !",DISGUST,DISGUST
720,Just wow!!!!!,SURPRISE,SURPRISE
721,Interesting - I saw PA had already switched to Trump?,SURPRISE,SURPRISE
722,👍 ❤️ 👍 ❤️,HAPPY,HAPPY
723,Everything you heard about this call was another lie. I CAN'T STAND THE LYING LIBERAL MEDIA.,DISGUST,DISGUST
724,Same shit all over again😡😡😡,DISGUST,DISGUST
725,The wrong criminals were arrested. What a shame.,SAD,SAD
726,Same old same’O mess! 😡🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,DISGUST,DISGUST
727,I feel disheartened that my children and grandchildren will never know America the Land of the Free and Home of the Brave as I and my ancestors have.Socialism will destroy this country. The Constitution means nothing to progressive liberals. A Presidential Election fraught with corruption which could not be remedied through the courts of law. With solemn reverence I'll put the best face I can on and tell my children the Constitution of the United States stands and protects them and that our Elected representatives do listen to the United States Citizens they represent... It is with great sorrow I'll present this facade to my children. They need to feel hope and security. I'll present that to them. God Bless America !,SAD,SAD
728,They are scared. So many ppl are going to be locked up when this all said and done.,FEAR,FEAR
729,"#SteveBannon: We are entering uncharted waters, pulling the trigger on something never-before-seen in historyMassive hedging going on around the world, audibles called#WarRoomPandemic <a href=""/profile/WarRoom2020/posts"" class=""at"">@WarRoom2020</a> #january6th #stopthesteal",FEAR,FEAR
730,People getting angry as 🤬,ANGRY,ANGRY
731,"You're such a hypocrite Joe Biden! Where were you and your communist party when antifa and blm was doing this in multiple cities!? Don't talk to us about rule of law and honor you hypocrite, when you and your party stole an election by multiple illegal means! You disgust me!",DISGUST,DISGUST
732,Sad day🇺🇸🇺🇸,SAD,SAD
733,Capitol police officer shot and killed an unarmed young woman U.S.A.F. veteran.Officer violated force continuum protocol.and jumped straight to deadly force.Charge and arrest officer with unjustified shooting resulting in the death of an unarmed woman and 14 year U.S.A.F. veteran. SAD,FEAR,SAD
734,Wow! There is a huge Trump rally reportedly happening tomorrow 6TH JANUARY in DC. - YouTube,SURPRISE,SURPRISE
735,The beginning of the Crusade to re-take the country and restore the Constitution has begun. Death to enemies of Liberty. No more playing by the rules. This is fucking WAR!,ANGRY,ANGRY
736,"TWITTER IS THREATENING TO BAN PRESIDENT TRUMP! PLEASE FOLLOW ME <a href=""/profile/theredelephantt/posts"" class=""at""><a href=""/profile/theredelephantt/posts"" class=""at"">@theredelephantt</a></a> INCASE WE ARE BANNED ON OTHER PLATFORMS!!!ECHO IF STAND WITH TRUMP!!! 🇺🇸",FEAR,FEAR
737,Thank you and so glad to have you on our side!🙏❤️🇺🇸,HAPPY,HAPPY
738,Rest In Peace sister.,SAD,SAD
739,Too bad,SAD,SAD
740,"For nine weeks, Democrats have been afraid to have a real debate on election integrity. Why?",FEAR,FEAR
741,Yeah you can run but you can’t hide and we won’t forget. We will REMEMBER,FEAR,FEAR
742,Oh wow,SURPRISE,SURPRISE
743,Good times,HAPPY,HAPPY
744,"The FBI, they are a joke. They will destroy evidence as fast as they can.",DISGUST,DISGUST
745,so so sad,SAD,SAD
746,This might be the most hypocritical thing you'll ever see.,DISGUST,HAPPY
747,Love it,HAPPY,HAPPY
748,I boycotted mask from day one!I refuse to be silenced!I will not comply!,ANGRY,ANGRY
749,Well shitbag Roberts was afraid of protests and didn’t do it so here ya go,FEAR,FEAR
750,Breaking: Some GOP lawmakers have reversed course and decided not to object to Electoral College vote count | Just The News,SURPRISE,SURPRISE
751,Oh my my .... what a coincidence. I wonder what the odds are of that happening in GA?,SURPRISE,SURPRISE
752,Calif Gov is dirty,DISGUST,DISGUST
753,Sad to say but I believe we are down to one option and its not gonna be fun.,SAD,SAD
754,Rest In Peace🇺🇸Prayers for her family and friends 💔,SAD,SAD
755,Same old shit,DISGUST,DISGUST
756,Now Kelly Loeffler has withdrawn from contesting the Electoral College. That says a lot. She is scared and would have probably been easily swayed by the Left once she got in. Sheesh!,FEAR,FEAR
757,Ohhh pleease!!! The stupidity is beyond understanding.,DISGUST,FEAR
758,Amazing Ariel View of Trump Rally in DC,SURPRISE,SURPRISE
759,He is a coward,FEAR,FEAR
760,"Meanwhile, china is running their hands together in glee, faces glued to the tvs. Jumping up and down.",HAPPY,SURPRISE
761,As ALWAYS ANTIFA. INFILTRATED,DISGUST,DISGUST
762,"It seems to me that Cuomo has a problem with power. A little """"off with head """" attitude.",ANGRY,ANGRY
763,Stunning turn of events in PA may lead to Trump victory - Geller Report News,SURPRISE,SURPRISE
764,Someone find the bitch and let's put a beat down on them!!! Remember always large groups!,ANGRY,ANGRY
765,This is WAR,ANGRY,ANGRY
766,It’s beyond sickening,DISGUST,DISGUST
767,Active livestream right now in DC. Patriots pushed through one line of law enforcement to move toward BLM & Antifa. Second line of law enforcement reinforced. Things are heated. Nobody’s giving ground. BLM/Antifa a block away behind another line of law enforcement.,ANGRY,ANGRY
768,Filth,DISGUST,DISGUST
769,XOXO XOXO LOVE 💋💋,HAPPY,HAPPY
770,This is heartbreaking; Pence betrayed US and the Left gets away with everything!😡😢,SAD,HAPPY
771,Freaking hypocrite,DISGUST,DISGUST
772,BEREAKING: Trump sends message to supporters after Capitol breached,SURPRISE,SURPRISE
773,MAJOR BREAKING NEWS...WE CAUGHT DOMINION!!!,SURPRISE,SURPRISE
774,"Wow,...",SURPRISE,SURPRISE
775,"This is war. Moves and counter moves. Until, CHECKMATE!",ANGRY,ANGRY
776,Pretty sure this is Antifa !,ANGRY,ANGRY
777,WATCH: Romney Boards Flight to DC FILLED With Patriots Who Chanted 'Traitor' and Grilled Him About Ties to BidenMitt Romney was met with a plane full of angry patriots who chanted “traitor” as he boarded a flight to DC.Airplanes heading to DC from across the nation are currently packed with Trump supporters ahead of the massive Stop the Steal rally on Tuesday.,ANGRY,ANGRY
