,text,subjectivity,polarity
551,I beg Vernon Jones to please reconsider joining the Republican party. That will be a big waste of your talent. You really need to check on and investigate maybe starting your own political party. I would be honored to be one of your first members!,OPINIONATED,NEGATIVE
552,It’s magic,OPINIONATED,POSITIVE
553,Anyone remember the good old day when Homosexuals stormed state houses and state media was so excited?,NEUTRAL,
554,Mel K and Rob Really Daily News Meetup 1-5-2021,NEUTRAL,
555,SAME OLD SHIT DIFFERENT DAY!!THE DUMBACRATS ACTUALLY THINK THEY ARE GETTING AWAY WITH IT!! WOE BE UNTO THEE WHO ARE ATTEMPTING TO ROB THE CITIZENS OF THE ACTUALTRUTH AND RESULTS OF THE ELECTION!! HELL HATH NO FURYLIKE A WOMAN SCORNED!!!!!LADY LIBERTY WILL NOT GIVE IN OR BACK DOWN!! FIRE WHEN READY BOY'S!! OUR AIM IS TRUE!!🇺🇸🎯🇺🇸🎯🇺🇸🎯🇺🇸🎯🇺🇸🎯🇺🇸🎯🇺🇸🎯,NEUTRAL,
556,Wow!!! GREAT watch!!!,OPINIONATED,POSITIVE
557,HoweLeeShit!,NEUTRAL,
558,Such bad acting🥸,OPINIONATED,NEGATIVE
559,I’m very amused and impressed by his ability to rile up a crowd... #respect,OPINIONATED,POSITIVE
560,Say when.... Stay safe tonight & tomorrow my fellow Patriots 🇺🇸🇺🇸🇺🇸,NEUTRAL,
561,"Iran Begins 20% Uranium Enrichment at Underground Facility and Seizes Foreign Oil Tanker | Dan BonginoBiden’s, Clinton, Kerry, Obama made sure they sold out our Uranium before Obama left office Thanks!! Scumbags!",NEUTRAL,
562,Kek 😂,NEUTRAL,
563,"President Trump’s Early Morning Tweet: “If Vice President Mike Pence comes through for us, we will win the Presidency”",NEUTRAL,
564,This is great,OPINIONATED,POSITIVE
565,Take it back!!!,NEUTRAL,
566,"Down to the wire, again",NEUTRAL,
567,How beautiful!,OPINIONATED,POSITIVE
568,This is such a great inspiration!,OPINIONATED,POSITIVE
569,"People waving American flags expressing support for President Trump broke through barriers and overwhelmed Capitol police, crowding inside the #CapitolBuilding, where both chambers were deliberating over objections to the #ElectoralCollege votes. <a href=""/profile/Transparency2020/posts"" class=""at"">@Transparency2020</a> #Transparency2020",NEUTRAL,
570,Just curious. Did they have a DESIGNATED SURVIVOR today?,NEUTRAL,
571,"I lost some respect for Rand Paul. He said on Fox News that Congress doesn’t have the right to change the election result.He obviously doesn’t know anything about the electoral college or the point of even objecting at all as a process.He said the states must do that.Um they did Sen. Paul, they sent you dueling electors for a reason.Do you need to call them? So stupid",OPINIONATED,NEGATIVE
572,Trump Supporters do NOT Wear ALL BLACK,NEUTRAL,
573,This is not acceptable!,OPINIONATED,NEGATIVE
574,"ONE MORE GOOD REASON TO JOIN TRUMP ON JAN/6/21 IN WASHINGTON DC ! HUNDREDS OF MILLIONS PATRIOTS INCLUDED NON AMERICANS IN WESTERN COUNTRIES LIKE BRAZIL ARE SHOCKED WITH THE UNPRECEDENTED MAGNITUDE DEGREE OF CHEATING IN THE ELECTION PROMOTED BY THE CROOK, INSIDIOUS AND CRIMINAL DEMOCRAT'S NON STOP CHEATING AND WOKING MACHINE. The globalist leftists/communists thugs can't hide anymore the biggest electoral cheating ever in the political american history. Trump in USA and Bolsonaro in Brazil, just to mention 2 guardians champions of the christian/jewish cultures and values, stand beside hundreds of millions patriots who will defeat the woking globalist leftists/communists that are still populating the schools, universities, main stream medias and deep states. The ineluctable destiny of the globalist leftist/communist ideology is it erradication and destruction. #draintheswamp #electionfraud2020 #keepamericagreat #trumpwon #bidenconcede",NEUTRAL,
575,"Don't worry, GITMO is waiting for him for his TREASON as well...",NEUTRAL,
576,"May you always be healthy, happy and in love congratulations.",OPINIONATED,POSITIVE
577,Don't trust the cops.,OPINIONATED,NEGATIVE
578,I am getting sicker by the minute with this other “fraudulent” election in crooked Georgia!!! This is a gross manipulation of the American people! What a disgrace our government has become....,OPINIONATED,NEGATIVE
579,Yep. To hang to bull crap around trump supporters is garbage ... those are wolves.,OPINIONATED,NEGATIVE
580,I love this,OPINIONATED,POSITIVE
581,Mittens Romneys secret lover.,NEUTRAL,
582,LOVE THIS ONE,OPINIONATED,POSITIVE
583,I really think he set them up again. He could not invoke the insurrection act until there was an insurrection and he ordered them to cease and desist. He did that. The door is open. Hold the line.,NEUTRAL,
584,Who gaming tonight lmk,NEUTRAL,
585,Waste of our tax dollar Unless it for her and aocunt,OPINIONATED,NEGATIVE
586,Nancy will just love this,OPINIONATED,POSITIVE
587,President Trump just announced he will lead his tens of thousands of supporters in a march on the Capitol after the speech,NEUTRAL,
588,I pray trump enacts his EO sooner than later !!!,NEUTRAL,
589,PROGRAMMING ERROR ON SECURITY KEY CAUSES GEORGIA VOTING MACHINE “MALFUNCTION”,OPINIONATED,NEGATIVE
590,We the people will never forget!We the people will never forgive!,NEUTRAL,
591,I hope someone sends a virus to Facebook and Instagram and ruins their software!!,OPINIONATED,NEGATIVE
592,Kamalamala is nothing but a scummy whore.,OPINIONATED,NEGATIVE
593,Bikers in DC now with a message for Antifa!!! Follow me if you love these videos,NEUTRAL,
594,"DC police pulls down Trump busses and inspects people like they are some criminals. Echo to raise the alarm, follow me for updates",NEUTRAL,
595,AWESOMENESS!!!,OPINIONATED,POSITIVE
596,This girl was SINGLED out. That was NOT a MAGA nation person.,NEUTRAL,
597,Yeh’haw!!!,NEUTRAL,
598,All Democrats.NY #KillerCuomo came in second.,NEUTRAL,
599,An actual trumptard,NEUTRAL,
600,Useless!,OPINIONATED,NEGATIVE
601,The community being built on Parler is pretty awesome!,OPINIONATED,POSITIVE
602,I LOVE this idea!,OPINIONATED,POSITIVE
603,No surprise. Idiots,OPINIONATED,NEGATIVE
604,"Good thing that they stole the election , you are useless also.",OPINIONATED,NEGATIVE
605,That’s funny!,OPINIONATED,POSITIVE
606,"“We always knew this responsibility would take us into the night.”#SpeakerPelosi said that after speaking with House leaders and #WhiteHouse officials, the House will proceed at the #Capitol in the #ElectoralCollege certification. <a href=""/profile/Transparency2020/posts"" class=""at"">@Transparency2020</a> #Transparency2020",NEUTRAL,
607,The media is grotesque. All of a sudden they reacting with false horror. Now they have the courage to use words like “violence” “anarchy” and “insurrection” have they even checked to see if all of this is a staged event by #Antifa?,NEUTRAL,
608,Appalling,OPINIONATED,NEGATIVE
609,"What has happened to my country? How could Georgia elect a corrupt, racist, wife beater with no relevant experience to the United States Senate? Either this country is Completely lost or it was another stolen election.",OPINIONATED,NEGATIVE
610,"#Trump spoke along with Giuliani to a crowd of at least 1 million people - he stated that he would not concede an #election that was stolen. There are people who may be taking action to help our great nation defend itself on Jan 16th.<a href=""/profile/Transparency2020/posts"" class=""at"">@Transparency2020</a> #Transparency2020Watch the full episode👇",NEUTRAL,
611,I am controlling myself sooo much...it isn't funny.,OPINIONATED,NEGATIVE
612,LOVE this woman!,OPINIONATED,POSITIVE
613,BREAKING: Wisconsin Legislature Announces Resolution To Be Introduced on Thursday Which Will Likely Decertify State and Award to President Trum,NEUTRAL,
614,#dicksmoker,NEUTRAL,
615,Amazing!!,OPINIONATED,POSITIVE
616,"Pathetic and absolutely true, these fuckers supported Antifa and now they wanna smash any conservatives they can, and they will, doubt they’ll be any mass releases for this one because they prosecute conservatives in this country now.",NEUTRAL,
617,CBP: 450 Miles of New Border Walls Completed -- Funding for 350 More Approved,NEUTRAL,
618,🇺🇸💗🇺🇸DC on jan 5 2021... The day before the main event... 🇺🇸💗🇺🇸,NEUTRAL,
619,Press Release: Votes Switched throughout U.S. Presidential Race – Institute for Good Governance,NEUTRAL,
620,That is one beautiful sight.,OPINIONATED,POSITIVE
621,No one wants to hear another word from that guy’s mouth. We already know there’s no redeeming quality of any utterance from either him or his worthless brother.,OPINIONATED,NEGATIVE
622,Proud of our Patriots! You guys Rock! Be safe! Love it!!!!❤❤❤❤🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,OPINIONATED,POSITIVE
623,DC cops = Joe Biden's SS,NEUTRAL,
624,ANTIFA SYMBOLS THREE IMAGES,NEUTRAL,
625,Antifa in DC today!,NEUTRAL,
626,Nations in Action Affidavit delivered,NEUTRAL,
627,"a href=""/profile/sharencooper1981/posts"" class=""at"">@sharencooper1981</a> I’m sorry Sharen, I didn’t mean to! Let’s get dinner together at Farmer Boys on Friday, let’s treat ourselves! God bless, sending my W.A.P to you and your beautiful family!",NEUTRAL,
628,只有內戰才能解決左派妖孽！,NEUTRAL,
629,Has to happen!,NEUTRAL,
630,Iran Approves Mandate to ‘Destroy Israel’ On Anniversary Of Major General Soleimani’s Death,NEUTRAL,
631,Red drop sequence,NEUTRAL,
632,After assaulting the Trump supporter and busting her eye wide open she was handed over to police and police protected her from the crowd and let her go.,NEUTRAL,
633,"I give God and His only begotten son, Yeshua/Jesus Supreme recognition. But Rudy Giuliani takes immediate second place, and no other. Watch this video to understand why ...",NEUTRAL,
634,"Why in the hell did they once again use Dominion machines that they already proved could be easily hacked, could swap votes and could go online? Why are they letting these cheating cities count their votes last and then suddenly stop counting giving them time to see how many votes they need to manufacture in order to take the lead. Why the hell are “We the People” allowing this corrupt bullshit to go on from these America hating commies?",OPINIONATED,NEGATIVE
635,This is a great beer. Drink one and you’re feeling good,OPINIONATED,POSITIVE
636,Scenes from inside the capitol building as patriots have taken it. 🇺🇸,NEUTRAL,
637,Trump we saw 5000 votes taken away from perdue in less than 3 minutes. Live on tv,NEUTRAL,
638,"C’mon NWO, it doesn’t work like that! C’mon Man!",OPINIONATED,NEGATIVE
639,This is war!! They declared war! We can’t not fight back!!,NEUTRAL,
640,I was in DC Monday & Tuesday. I made a conscious decision to get out of Dodge. I am praying for the hundreds of thousands of Americans who went to Washington with good intentions. This madness would not have happened if the courts had done their jobs.,NEUTRAL,
641,"a href=""/profile/joebiden/posts"" class=""at"">@joebiden</a> You dare to lecture President Trump about the Constitution after your Party went around it to Steal this 2020 Election? You have stones old man, I'll give you that. It was #Antifa PUNKS who infiltrated the Peaceful Protest today and you KNOW IT.",NEUTRAL,
642,#kamalaharrisisaliar,NEUTRAL,
643,🤷‍♂️🤷‍♂️🤷‍♂️ECHO this post and FOLLOW me to see more!............#parler #parlerusa #meme #funny #parlerksa #memes #trump #fakenews #trump2020 #kag2020 #draintheswamp #trumptrain #freedom #election #maga #qanon #dankmeme #mememarket #funnymemes #memewar #memeoftheday #covid19 #wwg1wga #fightback,NEUTRAL,
644,Love this!,OPINIONATED,POSITIVE
645,This POS is the slimiest of them all!! He worked hard to try and slow down Trump's successes in his first two years; he's ruined FOX; I suspect he's a friend of Epstein's. Just an all around waste of a human being.,OPINIONATED,NEGATIVE
646,My #parler has completely stopped working... anyone else have this problem?,OPINIONATED,NEGATIVE
647,DEFINITELY NOT MAGA,NEUTRAL,
648,It appears PAY FOR PARKING in DC is all blocked in an effort to hamper our rally.,OPINIONATED,NEGATIVE
649,"RetweetedJack Posobiec 🇺🇸Brendan Gutenschwager <a href=""/profile/BGOnTheScene/posts"" class=""at"">@BGOnTheScene</a>·Tens of thousands of Trump supporters are out in DC this morning, packing The Ellipse and now filling up much of the space near the Washington Monument as an overflow area to watch the rally #DC #SaveAmericaMarch #WashingtonDC #January6thDC",NEUTRAL,
650,1/5/21 Georgia Becomes The First State To Allow Police To Sue People For Harassment,NEUTRAL,
651,This is awful!,OPINIONATED,NEGATIVE
652,🇺🇸🙏🏼❤️ Prayers for our tireless President and his family. Prayers for our great country and every single American patriot fighting to save it. Endless prayers.,NEUTRAL,
653,A beautiful sight! ❤️🇺🇸❤️🇺🇸,OPINIONATED,POSITIVE
654,"Trump supporter just got kicked off my flight to Washington DC. #stopthesteal stoping her from joining the maga She made a joke about wearing a mask so they kicked her off.People on the plane begged the flight attendant to leave her alone<a href=""/profile/AmericanAir/posts"" class=""at"">@AmericanAir</a> Flight 2198#BoycottAmericanAirlines My assumption is <a href=""/profile/AmericanAir/posts"" class=""at"">@AmericanAir</a> will be losing a lot of business as a result of this.",OPINIONATED,NEGATIVE
655,AWESOME!,OPINIONATED,POSITIVE
656,Parler is s great place.,OPINIONATED,POSITIVE
657,"GO HOME YOU FRAUD‼️‼️‼️You are a sad Little Man, I Pryy for you",NEUTRAL,
658,This is so awesome,OPINIONATED,POSITIVE
659,"I’m changing my party affiliation today to “no affiliation”. Our Republican “leaders” have grievously failed us. <a href=""/profile/GOP/posts"" class=""at"">@GOP</a> Personally, I think at this point we should all stop paying our taxes. Democrats are going to piss everything away on their pet projects. I don’t want my hard earned money to fund abortions, illegal aliens, the green new deal or ANY of their disgusting ideas! 😡😡😡",OPINIONATED,NEGATIVE
660,Been to Atlanta or Macon lately...Lol,NEUTRAL,
661,"Disney has a controlling 60% stake in ""Fox Corporation"" While A Chinese Group (Shanghai Shendi) Owns a 57% Majority In Disney",NEUTRAL,
662,GLORIOUS!,OPINIONATED,POSITIVE
663,What the hell is going on with newsmax guess they will lose some viewers,OPINIONATED,NEGATIVE
664,PFFT SIKE!!,NEUTRAL,
665,Happy Wednesday everyone!!,OPINIONATED,POSITIVE
666,At this point.dont trust anything.,OPINIONATED,NEGATIVE
667,I have lost ALL RESPECT for VP PENCE. 🤥,OPINIONATED,NEGATIVE
668,Is that in tradition of our forefathers?,NEUTRAL,
669,"The case for secession:1) we are already two counties pitted against one another. Sharing one government and one currency. But we have completely different beliefs in how we should be governed. We believe in God, in hard work, in capitalism. We believe in freedom and making our own decisions. We hate censorship. We are skeptical of government experts. We think guns make us safer, a joke doesn’t hurt anyone, our heritage is sacred, america is the best country ever. They believe we’re all racist white supremacists and that everyone should be dependent on government handouts and be told what to do by experts, down to if they should leave the house. They think God is fake but climate change is real. They think Covid is the great plague. And Donald Trump is Hitler. We should divide into the United States of America, us. Because they hate the USA anyway. And they can be Shitholelandia.",NEUTRAL,
670,Storm the capital Pelosi is going to certify in back room,NEUTRAL,
671,"Why, why is this allowed, what is wrong with these repub’s that are not supporting trump. They will be remembered in 2022. Guaranteed. America will take revenge on all of them.",NEUTRAL,
672,Will the Media Grill Cuomo this same way?Ron DeSantis DESTROYS this Journalist,OPINIONATED,NEGATIVE
673,Rock on brother this says it all.. love it,OPINIONATED,POSITIVE
674,They are guilty of TREASON on both sides of the aisle. They are all in on the coup against Trump. Funded by China. #obamagate never ended.#dominiongate will expose them all!!!,NEUTRAL,
675,I wish you'd keep your post to yourself if you're not going to tell us the story. Waste of time,OPINIONATED,NEGATIVE
676,"#King_of_UK #Royal_ProclamationRoyal Proclamation #4 part 5Joseph Gregory Hallett reads “Royal Proclamation #4” , Proclamation & Certificate in it’s entirety. Split into 6 parts.",NEUTRAL,
677,IS THIS THE NEW SHOT HEARD ROUND THE WORLD?,NEUTRAL,
678,I’m with you on this. Been watching from the beginning. Now they are saying two have been shot. There are videos of the one woman. Even though we the people entered the capital building. No one was tearing shit up. No destruction no vandalism or fires but the news is making it out that today was like blm an antifa do.,NEUTRAL,
679,"I know this is #Parler, but #GAB hit a home run with this editorial. #DefendAmerica #trump #georgia #maga #techtyrants",NEUTRAL,
680,This election was so rotten...how could McConnell go along with it unless he was in on it.,OPINIONATED,NEGATIVE
681,This is GREAT,OPINIONATED,POSITIVE
682,Massive ballot dumps for Dems once again. Absolutely disgraceful,OPINIONATED,NEGATIVE
683,Nice!!,OPINIONATED,POSITIVE
684,He caved.. He's a traitor! No surprises there.,OPINIONATED,NEGATIVE
685,Our country is worth fighting for. Let's make all of our veterans proud.,OPINIONATED,POSITIVE
686,That's right! Very refreshing!,OPINIONATED,POSITIVE
687,The full new report from Peter Navarro on election fraud is live now:,NEUTRAL,
688,Turncoat Kelly...,NEUTRAL,
689,It’s coming off the rails!,NEUTRAL,
690,You are very welcome it is very inspiring.... Allen West is the real deal!!!,OPINIONATED,POSITIVE
691,DC LIVE POLICE V PATRIOTS,NEUTRAL,
692,"What an amazing scene.To all our cousins over the pond, we are with you in spirit.The colours red, white and blue DONT RUN, they NEVER SURRENDER and they ALWAYS FIGHT!!!👊🏻🇺🇸🇬🇧",OPINIONATED,POSITIVE
693,"Really Tim - President supported you and 1st Step and other ideas.Someone threaten you, are you a RINO?",NEUTRAL,
694,Thank you Lin and President Trump - all Patriots love you!!!,OPINIONATED,POSITIVE
695,"Amazing, just fuc--ng amazing",OPINIONATED,POSITIVE
696,🙏🙏🙏🙏 for you and your family! Pray he gets much better!,NEUTRAL,
697,I called it last night here in Twitter. I predicted Pence would play Judas and betray Trump. He did. No shocker. Pence just destroyed his career. Committed political suicide. What horrible advice. Who gave you that horrible advice? Idiots. Fools. You are history.,OPINIONATED,NEGATIVE
698,The worst part of a Joe Biden presidency would be having to learn Mandarin.,OPINIONATED,NEGATIVE
699,lets win this boys!,NEUTRAL,
700,Antifa. And dems know it,NEUTRAL,
701,Air traffic controllers report chilling threat: 'Soleimani will be avenged' - Washington Times,NEUTRAL,
702,Unbelievable....it just gets worse!,OPINIONATED,NEGATIVE
703,"a href=""/profile/MurphyisMillions/posts"" class=""at"">@MurphyisMillions</a> Same I'm really pissed off.",OPINIONATED,NEGATIVE
704,A real leader,OPINIONATED,POSITIVE
705,"I just heard them say to Congress, “ people are coming in, stay calm, get under your chairs if you need too !”",NEUTRAL,
706,Psalm91 Isaiah 45 Isaiah 55🙏🇺🇸,NEUTRAL,
707,"Well, it's apparent they did not catch up to Pence.",OPINIONATED,NEGATIVE
708,So proud he is from Ohio!,OPINIONATED,POSITIVE
709,Do you hear the fuss and fight for the Demoncrats? Republicans need to see this more often to know what the their true color is.,NEUTRAL,
710,Idiot idiot and idiot,OPINIONATED,NEGATIVE
711,Pence is a complete disgrace. #stopthesteal #fightback #saveamerica #fact #americafirst #maga #trump #gettysburg #electionfraud #voterfraud #fraud #dominion #smartmatic #election #proudboys #veteransfortrump #georgia #georgiarecount #georgianelections #georgiafortrump #pennsylvania #pennsylvaniafortrump #michigan #michiganfortrump #wisconsin #wisconsinfortrump #arizona #arizonafortrump #keepthefaith #dominion #election2020results #trumpsupporters #conservativecult #parleruk #parler #trump2020 #keepamericagreat #donaldtrump #maga #coronavirus #joebiden #georgia #americafirst #backtheblue #obamagate #fbexit #2a #savetherepublic #auditthevote #draintheswamp #trump2020landslidevictory #veteransfortrum,OPINIONATED,NEGATIVE
712,Warms the heart!,OPINIONATED,POSITIVE
713,"""Marjorie Taylor Greene Flag of United States @Name Hidden I will still object to fraudulent electoral votes. "" it's just now being banned from Twitter!Despicable violence committed by fringe agitators will not silence my voice or derail the Constitutional process that Congress must complete.It’s our duty as members of the People’s House to ensure election integrity.",NEUTRAL,
714,Essentially Obama and Clinton are guilty of war crimes should be put to death! How many people did they kill! That be wonderful if we had trials!,NEUTRAL,
715,"So, talk is cheap! TIME TO DO SOMETHING ABOUT IT!!! I guess we ARE that stupid if we keep allowing this shit!!!",OPINIONATED,NEGATIVE
716,Clearly not a secure election once again.,OPINIONATED,NEGATIVE
717,"Jesse Kelly @JesseKellyDC 11hThe war for America is still gonna be fought in the schools and the churches. The communists have taken over both. Take them back and watch the whole country change.**The creepy Nationally known activist Chicago priest the Rev. Michael Pfleger has been asked to step aside due to an allegation of sexual abuse that occurred decades ago, the Roman Catholic Archdiocese of Chicago announced.,,, Trust me, pedo's never EVER do it only ONCE",NEUTRAL,
718,"Human trafficking and Pedophilia ...it’s what makes them available for blackmail. Ask any big name, career self servant...let’s start with Schiff Schumer and Roberts. This piece gave me pause. DEEP STATE - MOSSAD AGENTS | Jeffrey Epstein and Ghislaine Maxwell",NEUTRAL,
719,Perfect!,OPINIONATED,POSITIVE
720,We just let there!!,NEUTRAL,
721,"I feel a huge ""itoldaso"" coming in GA... the RNC is worthless.",OPINIONATED,NEGATIVE
722,Pretty disappointing,OPINIONATED,NEGATIVE
723,Absolutely true brother!,OPINIONATED,POSITIVE
724,"Girava anche ieri, ma qui si vede meglioUn anno di balle#conte",NEUTRAL,
725,Coward too,OPINIONATED,NEGATIVE
726,Make America Great Again.,OPINIONATED,POSITIVE
727,#fightforfreedom,NEUTRAL,
728,Such a disappointment!,OPINIONATED,NEGATIVE
729,Awesome!!!,OPINIONATED,POSITIVE
730,"#Trumpism without #Trump is unrealistic. Where are you going to find someone who cannot be corrupted, is powerful in his own right, and does what he believes is right, even if it upsets the establishment, big business and the media. You cannot simply take his policies and apply them within the party.",NEUTRAL,
731,Here’s your truth for today.,NEUTRAL,
732,Wtaf. What is Twitter up to,NEUTRAL,
733,True Patriot!,OPINIONATED,POSITIVE
734,"🦅 If you believe that Democrats do not like investigations, especially now, please echo this post.. 🦅",NEUTRAL,
735,Love Cruz!,OPINIONATED,POSITIVE
736,"BREAKING:Biden Covid advisor says U.S. lockdown of 4 to 6 weeks?!?!Hey Joe, COME AND MAKE US!!ECHO IF YOU KNOW OUR FREEDOMS ARE NOT UP FOR DEBATE!!!",NEUTRAL,
737,This man is amazing... He NEVER turned his back on Trump...,OPINIONATED,POSITIVE
738,ABSOLUTELY TRUE!!!!,OPINIONATED,POSITIVE
739,"Yes, the liberals completely flip flopped today! So upset with most news coverage!!",OPINIONATED,NEGATIVE
740,"Well, WE MADE AMERICA GREAT AGAIN!! THANKS GEORGIA!!",OPINIONATED,POSITIVE
741,#AusPol,NEUTRAL,
742,Pathetic!,OPINIONATED,NEGATIVE
743,This is how they try and stop us!!! Live from DC now. Follow me to update you,NEUTRAL,
744,Simply beautiful! God Bless America and these Patriots!,OPINIONATED,POSITIVE
745,This old Nazi would need to be a citizen to be considered a Traitor. He is in fact much worse.,OPINIONATED,NEGATIVE
746,Arizona...we are proud of your integrity..,OPINIONATED,POSITIVE
747,A bad election is no good even with minimal cheating.You either have a valid processor none.....void the whole process,OPINIONATED,NEGATIVE
748,Georgia. Look Familiar??,NEUTRAL,
749,Well worth the watch!,OPINIONATED,POSITIVE
750,"Microsoft is crushing my software, i am getting some strange errors. There are ways to protect against this, if this happens to you as well. Link below. Share",OPINIONATED,NEGATIVE
751,👀😳ECHO!))))))),NEUTRAL,
752,Warnock outperforming Biden in Fulton Country by almost 3 points.,NEUTRAL,
753,You are a total patriot and are very smart,OPINIONATED,POSITIVE
754,COWARDS!,OPINIONATED,NEGATIVE
755,Great speech,OPINIONATED,POSITIVE
756,POLICE-ESCORTED buses filled with ANTIFA/BLM minions!Watch the video!,NEUTRAL,
757,All the BLM and ANTIFA imposters will be identified and dealt with.,NEUTRAL,
758,CBP: 450 Miles of New Border Walls Completed -- Funding for 350 More ApprovedBuild the wall!,NEUTRAL,
759,"Gawd, how pathetic those men are lying down there with their masks on. Gross.",OPINIONATED,NEGATIVE
760,I love an uplifting happy ending.,OPINIONATED,POSITIVE
761,They are scared shitless that Trump is the most powerful man in the world for the next two weeks.,NEUTRAL,
762,Great picture!,OPINIONATED,POSITIVE
763,The Swamp and Deep State will soon be back in control to advance NWO! Don't seem like too many were indicted or convicted!,NEUTRAL,
764,Someone needs to shove a boot up her ASS. Dems are called dimwits for a reason. Not the brightest stars in the sky.,OPINIONATED,NEGATIVE
765,Just read the constitution of the United States in full for the first time. You can learn a lot about Democrats by just reading the preamble (hint: they don’t GAF about the constitution),NEUTRAL,
766,"Happening now in DC, on the grounds, smash the echo and follow me because i am the only one on Parler to offer you these live videos. Some Trump supporters beginning the day with a prayer service in front of the Capitol (East side.",NEUTRAL,
767,The US Postal Service has decided to make itself worthless and irrelevant. I suggest we treat them that way and Not use them anymore. A package of an Item ordered which shipped from New Jersey on Dec 28th still has not arrived in Manassas Va DEC 5. I Literally could have walked the package here by now. Don't tell me this is some kind of In House Glitch. This is some kind of JOb Action by the Postal Dept Management. Probably order by that twat Waffle Biden. So Fuck Him and Then. From Now on I will use every other service in the USA. and I have to ask the relevant question How Many Ballots for Trump are still there? Waiting for some flunky to take them out to the trash in the Middle of the night.,OPINIONATED,NEGATIVE
768,Bring a cat o nine tails with you like ranchers do at times. Smack a clown upside the head with that. They’ll think twice. And you can give em a good keloid as a souvenir. Dont play with these filth any more- they are domestic enemies. Treat as such. - mark their sorry asses,NEUTRAL,
769,We need a John Galt more than ever. Someone needs to write a manifesto ASAP for us to follow. Feel like 1984 is becoming a reality and Atlas Shrugged theory is a dream of the future with a John Galt figure being whispered about. Where is he?,NEUTRAL,
770,No surprise. This insider trading RINO is very predictable.,OPINIONATED,NEGATIVE
771,Chelsea Handler gets a golden shower and enjoys it.,OPINIONATED,POSITIVE
772,We are supposed to believe (based on this tweet and perceived evidence) that Pelosi's office was vandalized and this folder was left...#vaccines#pennsylvania#katebrown#2020election#electoralcollegevote#electoralcollege#portland#nevada#newyork#washingtonstate,OPINIONATED,NEGATIVE
773,The Chinese CCP and Iran they're really good at lying and cheating but so are we aren't we Romney Pelosi humor Schumer and all the rest lying cheating is a as a way to teach your kids how to be. good job Bravo what are you going to tell God. now you'll repent? Cuz this will speed up Jesus Come Back Time,NEUTRAL,
774,"Sidney Powell , is a bad a$$ .. 🇺🇸",OPINIONATED,NEGATIVE
775,Hello Congress? You listening?,NEUTRAL,
776,Look at what big tech has done to President Trump - the first amendment is dead,OPINIONATED,NEGATIVE
777,"Have you heard of Seth Rich?This is a BED TIME MUST READ AND SHARE.IF YOU READ ANYTHING, LET THIS BE IT.",NEUTRAL,
778,Just wonderful !!!Keeping it real 🙏🏼,OPINIONATED,POSITIVE
779,"SHINE THE LIGHT OF TRUTH, THE BEST DISINFECTANT ... EXPOSE INSIDIOUS EVIL‼️WAKE UP AMERICA‼️ TRANSPARENCY ... ACCOUNTABILITY‼️@realdonaldtrump@stopthesteal @rudyg@jennaellisesq@sidneypowel @genflynn @krakenwood🇺🇸 🦅🗽⚖️‼️#InGodWeTrust #USA #USConstitution #TheBillofRights #AmericaFirst #TheGreatAwakening #WWG1WGA #AmericaWorksTogether #EPluribusUnum #LoveOneAnother #SharedSacrifice #WeWillWin #ImproviseAdaptOvercome #TransitiontoGreatness#StandForAmerica #AllLivesMatter #WeBuildTheWall #StoptheSteal #IStandWithPresTrump #WalkAway #BLEXIT #LEXIT #GLEXIT #JEXIT #JEXODUS #CAXIT #AXIT #WalkAwAsian",NEUTRAL,
780,True!,OPINIONATED,POSITIVE
781,I’ll bet it’s closer to 2/3,NEUTRAL,
782,Get mad patriots #StayMad😡Demand fair elections#NeverConcede to cheaters❗️⚔️,NEUTRAL,
783,Pence fired the first shot of war!!!,NEUTRAL,
784,This is a bad bunch of ppl.,OPINIONATED,NEGATIVE
785,Totally amazing. WOW!,OPINIONATED,POSITIVE
786,"Sadly I am not surprised. Another in your face cheat. Until we see arrests, there will be no trust in our elections or our government.",OPINIONATED,NEGATIVE
787,Awesome. Now we need more to do this to offset the Georgia elections!,NEUTRAL,
788,Pathetic!!!,OPINIONATED,NEGATIVE
789,"Really? If True, This is <a href=""/profile/MAGA/posts"" class=""at"">@MAGA</a> Great News.. Rep. JONES, Congressman, now a Former Democrat announced todayHe's leaving Democrat Party to bea <a href=""/profile/ProudTrumplican/posts"" class=""at"">@ProudTrumplican</a> ""Republican"" <a href=""/profile/realMAGApatriot/posts"" class=""at"">@realMAGApatriot</a> Supporter.",NEUTRAL,
790,Exactly how I felt it. Very disappointing,OPINIONATED,NEGATIVE
791,"Angry Americans take over capital hill now!This is great awakening!!If corrupt systems can't be repaired, then they need to be rebuilt.Time to rise up!!#gijoevets #StopTheSteal #co4djt",NEUTRAL,
792,Video of the Capitol break in.,NEUTRAL,
793,"If you are human, and have functioning eyes, NEED TO READ THIS.#dailycaller #coronavirus #manmadevirus #wuhan #greatreset",NEUTRAL,
