text,s_palak_label,s_ben_label
MUST WATCH!,OPINIONATED,OPINIONATED
The whole damn system is rigged. Voter fraud in this country is rampant. We are nothing more than a banana republic. Complete joke.,NEUTRAL,OPINIONATED
Of course i cant find anything with the google search engine....obama fired nukes at the plejren i read it on Facebook,OPINIONATED,NEUTRAL
Trump ao vivo,NEUTRAL,NEUTRAL
A crisp Salute President Tump!!!Love you. All that you are. Your profound and unwavering love for our great nation!!!!,OPINIONATED,OPINIONATED
Looking forward to meet everyone here on Parler.,OPINIONATED,OPINIONATED
"Thank you! I'm so pleased your here as I dont use Tw, fb or Instagram. I hope you speak to the nation tonight.Tell us what you want us to do and we will follow your direction. We love you and will follow your direction.",OPINIONATED,OPINIONATED
She is the Left's darling. Loud and proud. How can we trust the results of this election??,OPINIONATED,OPINIONATED
Soros is a traitor / terrorist snd must be erased,OPINIONATED,OPINIONATED
Let’s laugh through this! Trust the plan!!!! I’ll hold space for you until you do.,OPINIONATED,OPINIONATED
"🚨MAGICAL VOTES 🚨...APPEAR WHILE COUNTING WAS STOPPEDPresident Donald J TrumpThey just happened to find 50,000 ballots late last night. The USA is embarrassed by fools. Our Election Process is worse than that of third world countries!",OPINIONATED,OPINIONATED
traitor,OPINIONATED,OPINIONATED
"JIM JORDAN IS A WONDERFUL MAN OF HIS WORD AS WELL.SO MANY OUTSTANDING REPUBLICAN SENATORS STOOD TALL FOR PRESIDENT TRUMP AND DID THE RIGHT THING, UNLIKE TRAITOROUS TREASONOUS PENCE.INDICT PENCE FOR TREASON RIGHT NOW ... DEATH PENALTY FOR PENCE.",OPINIONATED,OPINIONATED
This story is going viral. I have now seen it from multiple sources.,NEUTRAL,NEUTRAL
I am utterly disappointed 🤬,OPINIONATED,OPINIONATED
"If you are human, and have functioning eyes, NEED TO READ THIS.#dailycaller #coronavirus #manmadevirus #wuhan #greatreset",NEUTRAL,NEUTRAL
"Twitter Banned & Deleted #Trump Tweet exposing #Pence, We Want #VP #FLYNN!Mike Pence didn’t have the courage to do what should have been done to protect our Country and our Constitution, giving States a chance to certify a corrected set of facts, not the fraudulent or inaccurate ones which they were asked to previously certify. USA demands the truth!2:24 PM - 6 Jan 2021 #missingvotes #cyrus_i #godblessamerica #democrats #qanon #northcarolina #nevada #coronavirus #biden #restart_opposition #qanon71 #redwave #godwins #restart #digitalsoldiers",NEUTRAL,OPINIONATED
Ik it’s horrible,OPINIONATED,OPINIONATED
Do not forget THAT!,OPINIONATED,OPINIONATED
That is a tremendous amount!,OPINIONATED,OPINIONATED
"Once the dust settles and there is clarity on what and who stormed the capital, I hope the political ""leaders"" realize they work for us and not the other way around. They should fear how their actions and decisions effect the citizens. For far too long, the leaders ignore our liberty and the constitution. Election integrity matters.",NEUTRAL,NEUTRAL
"Big win today for we the people, for our greatest president Trum",OPINIONATED,OPINIONATED
It’s Tuesday evening and I’m watching Newsmax......Refreshing!,OPINIONATED,OPINIONATED
Twitter is so ugly! I am gone for good! Free from Facebook and now free from Twitter.,OPINIONATED,OPINIONATED
I am behind you guys. I know how to shoot and will have no problem shooting the traitors who sold out our Country,OPINIONATED,OPINIONATED
Give glory where it is due. Thank you God and thank you Patriots,OPINIONATED,OPINIONATED
"I guess ""let them eat ice cream and here's $600"" didn't go over well, eh?",OPINIONATED,OPINIONATED
Now the real fun begins,OPINIONATED,OPINIONATED
Thank people like Lin Wood for encouraging people to not vote...well you've successfully given away America and with the democrats running the white house and both houses America is history,OPINIONATED,OPINIONATED
FUCK ANTIFA & FUCK THE POLICE. THEY HAVE NOW LOST ALL RRSPECT. They chose the wrong side.,NEUTRAL,OPINIONATED
Atlanta is a fucked up town.,OPINIONATED,NEUTRAL
This is war!! They declared war! We can’t not fight back!!,NEUTRAL,NEUTRAL
A sorry situation!!,OPINIONATED,OPINIONATED
🇺🇸 PATRIOTS POST 🇺🇸UPDATE :Kelly Loeffler just said LIVE that she is leaving for DC to Challenge the votes and FIGHT for President Trump(posted moments ago by jamesworley)UPDATE :Kelly Loeffler just said LIVE that she is leaving for DC to Challenge the votes and FIGHT for President Trump.She also said she WILL win this and will challenge all of the votes in this election.,NEUTRAL,NEUTRAL
This is so wrong!,OPINIONATED,OPINIONATED
Oh I'm sure!,OPINIONATED,OPINIONATED
"STAND UP FOR FREEDOM ! I SALUTE YOU , FREE PEOPLE !",OPINIONATED,OPINIONATED
What a crock!,OPINIONATED,OPINIONATED
Exactly true. The democrats live inside their own mindset.....,OPINIONATED,OPINIONATED
A rigged election is not a real election.Pass it on.,OPINIONATED,OPINIONATED
Either some cheating went on or there are some real stupid people in Georgia!,NEUTRAL,OPINIONATED
Thank you Ted Cruz. Trump2020🙏❤🙌,OPINIONATED,OPINIONATED
"This is an outrage, we need to know the names of those behind it all!",OPINIONATED,OPINIONATED
"Yes, for now it is just an annoyance. Looks like people creating multiple fake accounts to try to boost other accounts.Kinda weird, in the sense Parler doesn't use any kind of algorithms like Twitter, I don't think what they are doing is actually helping boost accounts.",OPINIONATED,OPINIONATED
We’re LIVE,OPINIONATED,OPINIONATED
Great echo,OPINIONATED,OPINIONATED
Very important,OPINIONATED,OPINIONATED
I love this patriot representative! You rock sir!,OPINIONATED,OPINIONATED
Nice!!,OPINIONATED,OPINIONATED
"Well said, Senator Cruz.",OPINIONATED,OPINIONATED
WOW! I have no words! Thank you so much Roger Stone! I’ve believed in you from day one. I love you and your family. God bless!,OPINIONATED,OPINIONATED
Great,OPINIONATED,OPINIONATED
Absolutely!!,OPINIONATED,OPINIONATED
Awesome turnout!,OPINIONATED,OPINIONATED
Cool,OPINIONATED,OPINIONATED
"We stand with you Patriots. Keep fighting the good fight! Stand your ground, and stay safe! 🇺🇸🇺🇸ECHO TO SHOW YOUR SUPPORT",OPINIONATED,OPINIONATED
"a href=""/profile/Benilace/posts"" class=""at"">@Benilace</a> Y'all are the ASSHOLES for posting shit without explanation and without links to reputable sources in the media. We do have a few reputable media sources in the USA and in the world. Why are they not reporting on this? Why is this not on NTD News? The Epoch Times? OANN? Newsmax? There are quite a few anti communism news sources that would love to being this info to light but it is nowhere that I can find from reputable news sources. Don't get Trump supporter's hopes up again only to crush them again.",OPINIONATED,OPINIONATED
Traitor POS!,OPINIONATED,OPINIONATED
Drew Brees is such a bum,OPINIONATED,OPINIONATED
Awesome conviction!!!,OPINIONATED,OPINIONATED
"Disney has a controlling 60% stake in ""Fox Corporation"" While A Chinese Group (Shanghai Shendi) Owns a 57% Majority In Disney",NEUTRAL,NEUTRAL
RELEASE and DECLASSiFY! Echo if you agree!#truthmatters #wwg1wgaww,NEUTRAL,NEUTRAL
You are ABSOLUTELY correct! We are being refined by fire!,OPINIONATED,OPINIONATED
"Arnold Schwarzenegger calls Trump ‘un-American’ for ‘stupid, crazy and evil’ bid to overturn election result , more details : fucking worthless pos!",OPINIONATED,OPINIONATED
If by certifying a fraudulent election they think it will bring the country together they have lost the last touch with reality they had left.,OPINIONATED,OPINIONATED
How far #NBC & #MTP have fallen from the halcyon Tim Russert days.,OPINIONATED,OPINIONATED
Brilliant news!!!! 👊🏻🇺🇸🇬🇧,OPINIONATED,OPINIONATED
Shame on Schlapp for saying that anybody deserves to die. I am leaving the GOP. No more!,NEUTRAL,OPINIONATED
The chances are slim to nonexistent.,OPINIONATED,OPINIONATED
Antifa not Trumpers,NEUTRAL,NEUTRAL
"Audit the vote, both were 50%, lots of fraud. This could go on and on like NY. This election used the same fraudulent machines, same strategy. Sick and tired. Our President is a Strong man because just this Senate Race has exhausted and frustrated me, imagine how he feels wth all of the fraud in the country.",NEUTRAL,NEUTRAL
"THAT'S SOME GREAT ""ACTING""?? THESE PEOPLE ARE STUPID!",OPINIONATED,NEUTRAL
"We have all watched the liberals this past year with their protesting, rioting, destroying, killing, burning, throwing bombs, etc. what the f*ck did you expect",NEUTRAL,NEUTRAL
مما ببكي البيت كمان ما بحب مماما تزعل ف بخليها بس ينامو بتصير الانهيارات😂,NEUTRAL,NEUTRAL
"“We are like lambs to be slaughtered. There’s no way to save ourselves.”#CCPVirus outbreaks in #Beijing, #Dalian, and #Shenyang remained severe, as residents were running out of food and other resources amid stringent #Lockdown measures.",OPINIONATED,OPINIONATED
I am going to keep echoing this or it will slowly die out,OPINIONATED,OPINIONATED
Love this,OPINIONATED,OPINIONATED
Fucking retard RYAN. Anyone caught in shaky fraudulent deals like this BASTARD is should lose their pensions. 👎💥💥💥💥💥💥💥💥💥💥🇺🇸,OPINIONATED,OPINIONATED
Looking for an excuse,NEUTRAL,OPINIONATED
"PARLER IS BROKEN ""no post could be found""",OPINIONATED,OPINIONATED
I like it.,OPINIONATED,OPINIONATED
"He is part of the swamp! If he doesn’t do it, it is political suicide for him.",OPINIONATED,OPINIONATED
#fightforfreedom,NEUTRAL,NEUTRAL
Stay positive! Keep the faith! Never give up! We are going to win!!! 🇺🇸🇺🇸🇺🇸,OPINIONATED,OPINIONATED
BEST. ONE. YET.,OPINIONATED,OPINIONATED
You win the 2021 best Comment of the Year! Amazing,OPINIONATED,OPINIONATED
Hate him too....done w newsmax,OPINIONATED,OPINIONATED
America has fallen,OPINIONATED,OPINIONATED
BIDEN LAPTOP EXPOSED!! RUDY G. has all the evidence.... Gross ... SO GROSS!Thousands of pics. Dozens of videos like this ...😰,OPINIONATED,OPINIONATED
The Republican Party died today! I will no longer support them.,OPINIONATED,OPINIONATED
I guess the truth was too much for her. To bad. #magasucks. Trumptards are morons.,OPINIONATED,OPINIONATED
This is the best channel to watch for todays events,OPINIONATED,OPINIONATED
The community being built on Parler is pretty awesome!,OPINIONATED,OPINIONATED
Nice!!!!,OPINIONATED,OPINIONATED
"BREAKING: President Trump Says He Will Lead Supporters in a March on the Capitol After the Speech, ‘You Have to Show Strength'(VIDEO)",NEUTRAL,NEUTRAL
"Breaking! Georgia Representative Vernon Jones has announced that he is done with the corruption, & is joining the Republican Party!Now more than ever, the Republican Party is in desperate need of leaders that know how to fight. I know how to fight.”-Vernon Jones 🇺🇸",NEUTRAL,NEUTRAL
You and Pence and the rest of the RINOS betrayed us and are the cause of THIS death spiral you fucking idiots!!,OPINIONATED,OPINIONATED
Sure is,OPINIONATED,OPINIONATED
This looks just like the Presidential Election. But this was yesterday’s Georgia Run off.,OPINIONATED,OPINIONATED
"lol, he destroys her!",NEUTRAL,OPINIONATED
INSANITY.,OPINIONATED,OPINIONATED
This is important,OPINIONATED,OPINIONATED
BOOM there it is.,OPINIONATED,OPINIONATED
SAME OLD SHIT DIFFERENT DAY!!THE DUMBACRATS ACTUALLY THINK THEY ARE GETTING AWAY WITH IT!! WOE BE UNTO THEE WHO ARE ATTEMPTING TO ROB THE CITIZENS OF THE ACTUALTRUTH AND RESULTS OF THE ELECTION!! HELL HATH NO FURYLIKE A WOMAN SCORNED!!!!!LADY LIBERTY WILL NOT GIVE IN OR BACK DOWN!! FIRE WHEN READY BOY'S!! OUR AIM IS TRUE!!🇺🇸🎯🇺🇸🎯🇺🇸🎯🇺🇸🎯🇺🇸🎯🇺🇸🎯🇺🇸🎯,NEUTRAL,NEUTRAL
Will we make our Founding Fathers proud today?,OPINIONATED,OPINIONATED
Hahaha this is going to get alot worse for you traitors!,OPINIONATED,OPINIONATED
Yes totally agree,OPINIONATED,OPINIONATED
What about the fraud not caught on video tape in every single state using the dominion machines!! The entire election needs to be redone with paper ballots and verified signatures.,OPINIONATED,NEUTRAL
What was that CNN said where is it protest was supposed to be peaceful you need to go by there building and burn it down .,OPINIONATED,OPINIONATED
Cheats back on,OPINIONATED,OPINIONATED
Congratulations Devonte Smith 👏👏 Heisman Trophy winner!!,OPINIONATED,OPINIONATED
He's right,OPINIONATED,OPINIONATED
"Good day  @Name Hidden , Good to see your posts on Parler. I just Upvoted your latest written Parley post. Just got my Trump coin. I love it! I recommend it to every proud Patriot! The first one is free! Click the link in my BIO Let us connect",OPINIONATED,OPINIONATED
So we need this vaccine because???? Kinda like the masks if it doesn’t work why are we forcing it?,NEUTRAL,OPINIONATED
Rep. Matt Rosendale (R-MT) to vote against election certification,NEUTRAL,NEUTRAL
Pence isn’t the Christian he claims to be. It will not go well for him when he goes to his final judgment.,OPINIONATED,OPINIONATED
"MAKE THIS GO VIRAL! THE LIBERAL DOUBLE STANDARD IS DISGUSTING! <a href=""/profile/thescoop/posts"" class=""at""><a href=""/profile/thescoop/posts"" class=""at"">@thescoop</a></a",OPINIONATED,OPINIONATED
President Trump has called for peace at the Capitol 👇,NEUTRAL,NEUTRAL
01/04/2021 Raffensperger: made a call in Madarin thanking Chinese for electing him to the State legislature in 2015. He won by 159 votes.[by 秘密翻译组G-Translators]01/04/2021 Georgia secretary of state (Brad Raffensperger) who recently leaked his conversation with President Trump made a call in Madarin thanking Chinese for electing him to the State legislature in 2015. He won by 159 votes.#MAGA #ElectionResults2020 #StopTheSteal #GTV #GNews,NEUTRAL,NEUTRAL
breaking election interference 2020,NEUTRAL,NEUTRAL
Matt- she died! Your a Fucking idiot!,OPINIONATED,OPINIONATED
This #earlyvoting crap spun by the #democrats must be banned.. its criminal. #Pray against the garbage that is working hard to cheat once again!! #savethesenate #georgia #georgiarunoff #prayforamerica,OPINIONATED,OPINIONATED
So fucking sad.,NEUTRAL,OPINIONATED
Will you look at this 👆🏼 they’re not very smart.,OPINIONATED,NEUTRAL
"BREAKING: President Trump Tweets “If Vice President Mike Pence Comes Through For Us, We Will Win The Presidency”",NEUTRAL,NEUTRAL
Well sir law enforcement is DC is worthless. Patriots will be forced to Plan B. 😉,OPINIONATED,OPINIONATED
Check it out #patriots We are at Red 1 potus is being removed from twitterNext: cellphones down!Be prepared #wwg1wgaThe president should soon start using emergency broadcasting! They just blocked his account for 12 hours#wwg1wga #maga #patriots #digitalsoldiers #military #emergencybroadcastsystem #wethepeople #bygodwewillprevail #alwaysbeready #triggerwarning #maga #kag #godblesspresidenttrum,OPINIONATED,OPINIONATED
Totally Agree,OPINIONATED,OPINIONATED
"Yes. TOTALLY AGREE <a href=""/profile/RealTerrenceKWilliams/posts"" class=""at"">@RealTerrenceKWilliams</a> ! Millions of people feel this same way. Thank you for the courage to speak out!!!",OPINIONATED,OPINIONATED
Low class,OPINIONATED,NEUTRAL
Seems like this guy needs to be found and Wadded u,OPINIONATED,OPINIONATED
Anytime now would be great!,OPINIONATED,OPINIONATED
Insane!!,NEUTRAL,NEUTRAL
Cheers!!!,OPINIONATED,OPINIONATED
This is AMERICA!!!WATCH: Romney Boards Flight to DC FILLED With Patriots Who Chanted 'Traitor' and Grilled Him About Ties to Biden,NEUTRAL,NEUTRAL
How Beautiful Is This America.♥️,OPINIONATED,OPINIONATED
Outstanding!,OPINIONATED,OPINIONATED
Kek 😂,NEUTRAL,NEUTRAL
He’s challenging AZ results.,OPINIONATED,OPINIONATED
YOU WERE RIGHT BROTHER!,OPINIONATED,OPINIONATED
Amen 🙏,NEUTRAL,NEUTRAL
"This is overdue. We need to start being more like our forefathers! Otherwise, what we are witnessing in America now will continue to get worse!",OPINIONATED,OPINIONATED
This is why we want the session to continue- so we know where everyone stands.,NEUTRAL,NEUTRAL
Rasmussen Poll: #GOP voters 'strongly support' senators challenging electoral college results,NEUTRAL,NEUTRAL
Call again again again again!!!!TRUMP WON! Call Congress! Call Mitch Mcconnell! Lindsey Graham and tell them to Audit the Election! Remember Call 202-224-3121 and Reject this Fraud. Do it! They're open 24/7! They work for WeThePeople!,NEUTRAL,NEUTRAL
Top picture: What Fox News showsBottom Picture: TruthHey fox news.... GROW UP. You are just as bad as the rest of them. 💪🏽❤️🇺🇸,OPINIONATED,OPINIONATED
Anyone expecting the Georgia fraud isnt being repeated tonight due to the s.e crap still in place. Newsmax showed them counting ballotsit looked to me like each table only had 1 person sitting at each in the le room.. where were the two party witnesses? Sorry folks but this was just another brick in their wall. I keep prayingit will change but they will continue to choose cheating.,OPINIONATED,OPINIONATED
Another Antifa dude. He walked out with the Speaker’s pedestal.,OPINIONATED,OPINIONATED
Because the left doesn't actually want peace.,OPINIONATED,OPINIONATED
Love this!’,OPINIONATED,OPINIONATED
"So this must be still 2020, because it is about the worst day that I can remember. The only thing we could count on to make changes is to vote, and that is now hopeless",OPINIONATED,OPINIONATED
Rest In Peace beautiful patriot. Thank you for your service to this country and for standing up for what you believe. We will get justice for you!! #AshliBabbit 😢 😔 💔🇺🇸,OPINIONATED,OPINIONATED
The time for civil debate may be over in DC. People are sick and tired of the talking heads. If it's a war between patriots and criminals on the hill then so be it.,OPINIONATED,OPINIONATED
House Republicans are DESTROYING the Democrats right now.,OPINIONATED,OPINIONATED
I hope you're right!,OPINIONATED,OPINIONATED
WOW! YouTube will now REMOVE any content that DARES question the election. Forget the evidence. If the truth is not their narrative they will silence you. REVOKE SECTION 230 NOW! 😡,NEUTRAL,OPINIONATED
Trump supporters 🤔... I’m just not buying it.,NEUTRAL,OPINIONATED
"""Trumpism"" is merely ""permission"" to be the WORST possible version of oneself OPENLY. To be a complete and utter disgrace to humanity, with ZERO feelings of responsibility to the Society in which one lives.Freud's ""Id"" personified.Avoiding ""Trumpism"" is why we educate children.",OPINIONATED,OPINIONATED
Rest In Peace Ashli. Thank you for your service to our country and prayers for your family.,OPINIONATED,OPINIONATED
اگه فکر میکنید از بی بی سی حرومزاده تر نداریمسخت در اشتباهیدنایاک اینترنشال از اونها هم بی شرفترن!,NEUTRAL,NEUTRAL
Just hadn't updated and deducted the number of votes to match the percentage that had already been adjusted to reflect the deduction that was already to be made😠😠😠😠,NEUTRAL,OPINIONATED
Thank you so much for the update (hammer + scorecard) I have being following the news at least for the last two years and this is the first time that I hear about it. God bless you. Eye opener!,OPINIONATED,OPINIONATED
Rise up!,OPINIONATED,OPINIONATED
"#Trumpism without #Trump is unrealistic. Where are you going to find someone who cannot be corrupted, is powerful in his own right, and does what he believes is right, even if it upsets the establishment, big business and the media. You cannot simply take his policies and apply them within the party.",NEUTRAL,NEUTRAL
You go little man!!!,OPINIONATED,OPINIONATED
You’ve exactly right 😤😤😤😤,OPINIONATED,OPINIONATED
The cowardly authoritarians at Twitter booted president Trump from Twitter for 12 hours. What a bunch of cowards.,OPINIONATED,OPINIONATED
Trying to figure out how to build a wall to stay at the white house .Hit your pipe again MORON,OPINIONATED,OPINIONATED
Best ever president 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸❤️🇺🇸🇺🇸🇺🇸,OPINIONATED,OPINIONATED
"If you believe Warnick won, you are an idiot.",OPINIONATED,OPINIONATED
Yep. To hang to bull crap around trump supporters is garbage ... those are wolves.,OPINIONATED,OPINIONATED
Thank you!,OPINIONATED,OPINIONATED
"Proud Boys are anti vaccinations, anti covid vaccine, anti lockdowns and anti plandemic, masks, everything. They are pro USA, family and for the safety of children and citisens. Lets honour them with a huge echo and follow me to join them as i will bring up more of these videos here, live",OPINIONATED,OPINIONATED
"I’m changing my party affiliation today to “no affiliation”. Our Republican “leaders” have grievously failed us. <a href=""/profile/GOP/posts"" class=""at"">@GOP</a> Personally, I think at this point we should all stop paying our taxes. Democrats are going to piss everything away on their pet projects. I don’t want my hard earned money to fund abortions, illegal aliens, the green new deal or ANY of their disgusting ideas! 😡😡😡",OPINIONATED,OPINIONATED
What scum,OPINIONATED,OPINIONATED
"Stop saying burn that building down. Its not going to solve anything. We need to confrunt them, the building is not to blame",OPINIONATED,OPINIONATED
Disgraceful weak and worthless she didn’t have it I could tell the way she was talking when she get on the mic she didn’t have it,OPINIONATED,OPINIONATED
"a href=""/profile/Marcusstrong/posts"" class=""at"">@Marcusstrong</a> Sure seems you’ve been misnamed. Cowardly words.",OPINIONATED,OPINIONATED
She was coordinating the mayhem.,NEUTRAL,NEUTRAL
That is FANTASTIC news. Keep 🙏,OPINIONATED,OPINIONATED
Oh yes my dear Patriot this is a good one! Oh yes! WWG1WGA 🇺🇸❤️🤍💙🇺🇸💯⚔️💥💪🐸,OPINIONATED,OPINIONATED
"I genuinely feel bad for <a href=""/profile/JakeAngeli/posts"" class=""at"">@JakeAngeli</a> - ""conservatives"" here are way too fast to tear down a true patriot!",NEUTRAL,OPINIONATED
Poor Mittens His Flight Was Torture To Be Sure😱,OPINIONATED,OPINIONATED
"ONE MORE GOOD REASON TO JOIN TRUMP ON JAN/6/21 IN WASHINGTON DC ! HUNDREDS OF MILLIONS PATRIOTS INCLUDED NON AMERICANS IN WESTERN COUNTRIES LIKE BRAZIL ARE SHOCKED WITH THE UNPRECEDENTED MAGNITUDE DEGREE OF CHEATING IN THE ELECTION PROMOTED BY THE CROOK, INSIDIOUS AND CRIMINAL DEMOCRAT'S NON STOP CHEATING AND WOKING MACHINE. The globalist leftists/communists thugs can't hide anymore the biggest electoral cheating ever in the political american history. Trump in USA and Bolsonaro in Brazil, just to mention 2 guardians champions of the christian/jewish cultures and values, stand beside hundreds of millions patriots who will defeat the woking globalist leftists/communists that are still populating the schools, universities, main stream medias and deep states. The ineluctable destiny of the globalist leftist/communist ideology is it erradication and destruction. #draintheswamp #electionfraud2020 #keepamericagreat #trumpwon #bidenconcede",NEUTRAL,NEUTRAL
"We live in a nation of emotionally weak people. EVERYTHING has to be watered down because it’s offensive, including the truth.",NEUTRAL,OPINIONATED
"""Looks like they are setting up a big “voter dump” against the Republican candidates. Waiting to see how many votes they need?""",OPINIONATED,NEUTRAL
"Leaked audio.Obama responsible for the election fraud. We now have the missing pieces to who, how, and when the election fraud took place. If this is real Obama is definitely going to prison. The audio is long so I had to cut it short.#clinton614",NEUTRAL,OPINIONATED
"TERRIBLE ACTING❗️It seems like a complete psycho...Who’s filming this too? Echo and Follow <a href=""/profile/TrumpNewsNow/posts"" class=""at""><a href=""/profile/TrumpNewsNow/posts"" class=""at"">@TrumpNewsNow</a></a> if you think it was SET-UP❗️",OPINIONATED,OPINIONATED
80 MILLION TRUMP WARRIORS FIGHTING FOR TRUTH PRAYERS OFFERED.,NEUTRAL,NEUTRAL
We saw what happened today in D.C. and it’s shocking how DUMB media is and how WEAK these gullible Republicans are.,OPINIONATED,OPINIONATED
Very good information,OPINIONATED,OPINIONATED
The fix is on!,NEUTRAL,NEUTRAL
Love the Proud Boys! Thank you!,OPINIONATED,OPINIONATED
"What media, the shit storm on tv, waste of time.",OPINIONATED,OPINIONATED
"Today they shot a Patriot dead because they refuse to fix the systemic corruption in our politics & bureaucracies! The talking heads & all politicians condemning the Capital take over while completely ignoring why it is happening! Completely ignoring the rigged election! Completely ignoring the billions of our tax payer dollars going over seas! Completely ignoring the rules they have set up for the people that they themselves do not follow! Completely ignoring Epstein child sex ring with NO ARREST! Completely ignoring the constant double standards! Completely ignoring MSM & BIG TECH influencing our elections! Completely ignoring the fact that these POS come into office middle class and become mega millionaires! What you saw today is just the tip of the spear! Millions are disenfranchised by this rigged election & if it wasn’t rigged why not do signature verification? Why not just do a sample of 10,000 votes in each state and verify the signatures?BECAUSE IT WAS RIGGED!",NEUTRAL,OPINIONATED
Wow....congratulations to everyone of you xxx,OPINIONATED,OPINIONATED
The worst part of a Joe Biden presidency would be having to learn Mandarin.,OPINIONATED,OPINIONATED
MY PRESIDENT!,OPINIONATED,OPINIONATED
He damn well better do the right thing ....,NEUTRAL,NEUTRAL
Scary but very interesting. I hope we win.,OPINIONATED,OPINIONATED
I love this woman. Keep up the great work.,OPINIONATED,OPINIONATED
#JonMcNaughton has participated in the planning to storm #USCongress today 01-06-2021 as #Naughton signaled the #COUP in his painting of the #CapitolHill on set on Fire by #SeanHannity last year,NEUTRAL,NEUTRAL
BREAKING: Pence rejects Trump’s call to overturn the election results,NEUTRAL,NEUTRAL
"But their cash-burning tactics to attract users and uncertain business models turned out to be unsustainable. By 2017, the bubble was already bursting &ndash; yet another casualty in big tech’s seemingly endless proxy wars for users and market share, leaving a trail of broken companies, and bikes, in their wake.Mobike officially halted operations of the mobile app and WeChat mini programme under its own brand last week, fully merging under its parent company Meituan.",OPINIONATED,OPINIONATED
The police will not support you. They are Not your friends.,OPINIONATED,OPINIONATED
COMPLETELY AGREE 👍🏻👍🏻,OPINIONATED,OPINIONATED
RE-POST -- FOOTAGE.....The DC Police---LITERALLY JUST LET Antifa/BLM THROUGH,NEUTRAL,OPINIONATED
HOLY CRAP,OPINIONATED,OPINIONATED
Wow!!! A set up!! We the people will stand up🇺🇸🦅❤️🤍💙,OPINIONATED,OPINIONATED
Bring it,OPINIONATED,OPINIONATED
Good morning ☀️,OPINIONATED,OPINIONATED
"It's Official, Mike Pence Has Failed",OPINIONATED,OPINIONATED
"Parler is a garbage app.Every time it trends it just constantly crashes.It’s been how many years now and no updates, no fixes.Its honestly embarrassing that this is what our side puts out to compete in tech.Parler has such a big opportunity here to become a multi billion dollar tech company.",OPINIONATED,OPINIONATED
We have no voice,OPINIONATED,OPINIONATED
Sadly disappointed over Scott's position on the election and fraud. Justice for voters ignored.,OPINIONATED,OPINIONATED
"Good Man, Thank You Sir!",OPINIONATED,OPINIONATED
Snowflake alert:,NEUTRAL,NEUTRAL
Why 'Amen And A Woman' Is Far Worse Than It Might Seem,OPINIONATED,OPINIONATED
Looks like DC Police are pissed off tonight.,OPINIONATED,OPINIONATED
Welcome Patriot,OPINIONATED,OPINIONATED
FLASH: Lin Wood reports his Twitter account has been suspended,OPINIONATED,OPINIONATED
I am controlling myself sooo much...it isn't funny.,OPINIONATED,OPINIONATED
Love this!,OPINIONATED,OPINIONATED
Imagine being this dumb..,OPINIONATED,OPINIONATED
Democrats are well-practiced plagiarists. Just ask Biden.Kamala concocted a lie about celebrating Kwanzaa and now has stolen one of MLK’s stories and made it her own.  The Biden-Harris ticket was sponsored by Match(.)com,NEUTRAL,NEUTRAL
Great leader!!!,OPINIONATED,OPINIONATED
I sure hope this is true.. 🙏🏻🇺🇸🇺🇸🇺🇸🙏🏻,OPINIONATED,OPINIONATED
Crowds in DC. Live. Follow me if you love these photos and do a big share,OPINIONATED,OPINIONATED
"BECAUSE IS IS ""US"" THE PEOPLES PROTECTION.",NEUTRAL,OPINIONATED
I could not agree more.The best is yet to come.,OPINIONATED,OPINIONATED
Awesome man and president❕🙏👌👍🏻🇺🇸,OPINIONATED,OPINIONATED
Well this just burns my ass. 👿 NO LAW IN GEORGIA ? NO JUSTICE IN GEORGIA?WTH ?!,OPINIONATED,OPINIONATED
President Trump we love you,OPINIONATED,OPINIONATED
What a bunch of losers...,OPINIONATED,OPINIONATED
"We KNOW everything!We have SEEN everything!WE CAUGHT THEM!Echo and Follow <a href=""/profile/TrumpNewsNow/posts"" class=""at""><a href=""/profile/TrumpNewsNow/posts"" class=""at"">@TrumpNewsNow</a></a",NEUTRAL,NEUTRAL
🤔🤫Echo...,NEUTRAL,NEUTRAL
I spoke to Wake Up! Tucson about my plans to object to the Electoral College Votes. Listen to the full conversation below. #AZ05,NEUTRAL,NEUTRAL
Wear it with pride.,OPINIONATED,OPINIONATED
God Bless her and her family!!!,OPINIONATED,OPINIONATED
"Rob Schmidt on the gutless Lindsey Graham...”Here’s a speech I want to hear”. <a href=""/profile/realLindseyGrahamSC/posts"" class=""at"">@realLindseyGrahamSC</a> is a fake, a globalist progressive establishment POS who NEVER supported us. None of these idiots ever intended to fight for our right to a free and fair election, and your coverage certainly missed this point. <a href=""/profile/newsmaxtv/posts"" class=""at"">@newsmaxtv</a> <a href=""/profile/Newsmaxofficial/posts"" class=""at"">@Newsmaxofficial</a> is as disappointing as #FoxNews . Disgusting coverage. Clear it up any ? #1776",OPINIONATED,OPINIONATED
I don't want him anywhere near New York!,OPINIONATED,OPINIONATED
These vaccines are not safe!Rate Of Adverse Reactions To COVID Vaccines Already 50x Higher Than Flu Shot,NEUTRAL,OPINIONATED
U.S. and Americans Win with U.S. President Donal J. Trump in the 2020 U.S. Presidential Election!!,OPINIONATED,OPINIONATED
Deep state evil scum.,OPINIONATED,OPINIONATED
